tot_occ	uni_occ	mean_lat	mean_lon	lat_range	lon_range	lat_hemisphere	eoo	aoo	bio1	bio4	bio11	bio12	bio15	bio17	range_bio1	range_bio4	range_bio11	range_bio12	range_bio15	range_bio17	1	2	7	10	13	3	4	5	6	11	98	8	12	9	14	99
0.301029995663981	0.301029995663981	0.191855555555556	-0.542666666666667	0	0	1	0.698970004336019	0.698970004336019	1.10666666666667	3.13640344813399	9.73333333333333	3.03462845662532	1.96378782734556	1.5910646070265	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.477121254719662	0.477121254719662	0.1795	-0.500333333333333	0.0338256939533173	0.45545396877863	1	0.954242509439325	0.954242509439325	1.65333333333333	3.1476763242411	15.1666666666667	3.48557947698468	1.83250891270624	2.3384564936046	0.840000000000002	1	0.779999999999999	2.6728364541714	0.662757831681574	0.662757831681571	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.477121254719662	0.477121254719662	0.226522222222222	-0.241961111111111	0.0687571213433264	0.094754044138028	0	0.954242509439325	0.954242509439325	1.28	3.29710365014926	10.9	3.15986784709257	1.9216864754836	1.65321251377534	0.720000000000001	2.12775251583297	0.659999999999998	2.05153839051533	0.27875360095283	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.86923171973098	1.86923171973098	0.273144444444444	-0.265222222222222	1.21700042383642	1.11641512421503	0	6.26450081327623	2.44870631990508	1.22666666666667	3.45697301363582	9.73333333333333	3.17868923977559	1.41497334797082	2.4345689040342	4.22666666666667	3.30024756119408	5.42666666666667	2.86213137931304	1.86923171973098	2.53173430927655	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.778151250383644	0.778151250383644	0.0307333333333333	0.0615055555555556	0.787875441892506	0.581526415945598	1	5.11669706731741	1.32221929473392	1.57333333333333	2.9434945159061	14.7333333333333	3.26173854735254	1.81291335664286	1.80617997398389	4.48	2.44153803870216	4.33333333333333	2.99166900737995	1.20411998265592	2.12580645813953	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1.23044892137827	1.23044892137827	0.195344444444444	0.270444444444444	0.878671130359507	0.343733454537841	0	4.79592864865442	1.81291335664286	1.34	3.39013993846762	11.1	3.2202388799344	1.88649072517248	2.14612803567824	2.83333333333333	3.11151454644411	3.65	3.11942086344209	1.77268835468214	2.4078156423842	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.66275783168157	1.66275783168157	0.208111111111111	0.267983333333333	0.943259003115104	0.461015041369172	0	5.12699625979757	2.14921911265538	1.28666666666667	3.41128291301738	10.5333333333333	3.22036963245139	1.88649072517248	2.14612803567824	2.84	2.93449845124357	3.08	2.92582757462474	1.55870857053317	2.228400358703	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1.04139268515823	1.04139268515823	0.211	0.265994444444444	0.555733926796832	0.356998581533897	0	4.46909177293828	1.51851393987789	1.26333333333333	3.40900270340177	10.4	3.20330491613848	1.92427928606188	2.05880548667591	1.58	2.68632339307181	1.57333333333333	2.60341504541293	1.51851393987789	2.09691001300806	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.34242268082221	1.34242268082221	0.214411111111111	0.266772222222222	0.83426806972428	0.336239528754923	0	4.87087006504002	1.83884909073726	1.27333333333333	3.40790054014264	10.4	3.21112054125805	1.90308998699194	2.11058971029925	4.13333333333333	2.87621784059164	4.73333333333333	2.69372694892365	1.49136169383427	2.12057393120585	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.32221929473392	1.32221929473392	0.216188888888889	0.272105555555556	0.654495645505016	1.00132496360557	0	5.70264380969171	1.88649072517248	1.22333333333333	3.39794000867204	9.93333333333333	3.21245396104028	1.90308998699194	2.12385164096709	1.91333333333333	2.71134317155851	1.72666666666667	2.72501272534116	1.70243053644553	2.19851963024117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
