species,X1...2,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52
Angraecum triangulifolium,5477,32,9,5,6,19.257,2.109,48.264,0.765,0,19.47937512397766,11.819041728973389,62.80209123575191,265.3287672570086,28.29924964904785,9.202750205993652,19.061500549316406,22.30258337656657,17.27091693878174,22.30258337656657,15.905625184377035,1718,317,46,75.46294145636563,887,157,887,181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Epidendrum proligerum,643777,148,41,32,33,23.504,13.109,-46.285,10.124,0,17.970062494277954,9.867333253224691,54.933724135068886,298.9757702316517,26.866249084472656,8.817999839782715,17.921000480651855,21.21054156621297,14.430000146230062,21.311916669209797,14.288041750590006,1631,205,85,29.05719222288028,557,289,543,295,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,1,1,1,1,1
Epidendrum ramosum,19549458,1468,405,243,298,5.941,45.097,-74.596,57.312,1,21.73910403251648,9.449895779291788,72.20281903329388,133.50677387901752,28.28325080871582,14.890999794006348,13.41724967956543,22.546374956766766,21.080124855041504,23.188875198364258,19.8124581972758,1855,302,50,58.78792687906442,814,182,524,255,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,28,1,1,1,1,1,1
Anguloa cliftonii,0,4,1,1,1,3.94,0,-76.57,0,1,17.340781291325886,9.016687552134195,92.1598358385308,22.749963201242544,22.333499908447266,12.549750328063965,9.7837495803833,17.03166675567627,17.357208569844563,17.580291589101154,17.03166675567627,1762,226,89,29.931646921598706,578,321,514,578,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Epidendrum syringothyrsus,442178,52,15,13,13,13.094,11.008,-71.17,11.037,0,17.01480209827423,12.010291536649069,78.80881443764854,106.35473922884782,24.490249633789063,9.112000465393066,15.3100004196167,17.527916431427002,16.022416750590008,17.90875005722046,15.637042045593262,1110,186,19,64.60314789183442,522,80,368,93,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,1,1,1,1,1,1
Epidendrum tigriphyllum,0,4,1,1,1,6.052,0,-73.176,0,1,17.352291703224182,9.791999896367392,92.8569814712404,25.67287518657302,22.751249313354492,12.206000328063965,10.545248985290527,17.47712516784668,17.316208203633625,17.696749846140545,17.094750086466473,1765,240,49,44.0308995380557,610,205,424,552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,1,1,1,1
Epipactis albensis,22547,60,15,11,12,51.972,2.165,14.086,1.467,1,8.625635375579199,7.749833355347316,28.67436066303542,695.7843291707785,21.182249069213867,-5.633749961853027,27.219500064849854,17.138875166575115,3.880583345890045,17.138875166575115,0.2929999828338623,581,81,33,26.792126932596098,203,107,203,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,1,1,1,1,1,1
Epipactis gigantea,4979907,2492,650,318,464,37.132,18.116,-116.107,20.421,1,13.26578644514666,14.343583568930626,44.98957023830814,667.8844317030741,28.737500190734863,-2.265500068664551,31.80262577533722,8.835874930024147,17.35945800940196,21.314791758855186,6.242375028630098,484,83,7,65.9093113292849,232,32,55,174,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,18,1,1,1,1,1,1
Epipactis greuteri,41,12,3,2,2,47.697,5.283,11.681,0.165,1,7.615197929864128,7.7774790568898124,29.029381091572162,677.6705599394746,20.230249404907227,-6.709499835968018,26.791749477386475,15.800374666849772,3.2170417507489524,16.06012487411499,-0.6939999659856161,935,97,60,14.585968973435737,265,201,253,241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Epipactis leptochila,1554637,3436,897,317,621,48.105,8.074,7.098,11.17,1,8.980083368718624,8.18350019554297,32.56279278003754,639.0089612765257,20.9060001373291,-4.1852498054504395,25.71275043487549,9.995833218097687,5.315041705965996,16.89145835240682,1.4985838333765666,856,92,54,15.173374942786593,257,179,218,218,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,39,1,1,1,1,1,1
Epipactis nordeniorum,0,4,1,1,1,47.118,0,15.396,0,1,8.89707292111901,8.844604273792356,30.29778226064352,746.1100724766226,22.41724967956543,-6.775000095367432,29.19224977493286,18.002999941507976,-0.36508333683013916,18.002999941507976,-0.36508333683013916,862,126,27,47.42431496975656,363,101,363,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,0,1,1,1,1,1
Epipactis phyllanthes,1607107,1012,294,136,191,50.181,16,3.505,17.941,1,9.046513734385371,7.193499974596003,35.4379185626956,591.67950042133,19.272624969482422,-2.2191250324249268,22.84570014476776,8.683999021848043,6.757208377122879,16.046729167302452,3.756895874937375,698,73.5,36,22.433934033997428,209.5,116,172,177,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,46,1,1,1,1,1,1
Epipactis placentina,212649,44,11,9,10,44.666,4.68,7.665,6.44,1,9.258635404209295,8.811416760087013,34.17500841717297,632.5226273778133,22.29574966430664,-4.2522501945495605,25.521999835968018,5.429083377122879,17.400083382924397,17.400083382924397,1.656499942143758,1096,116,70,17.701759455637067,321,241,241,280,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,43,1,1,1,1,1,1
Epipactis troodi,0,4,1,1,1,34.947,0,32.929,0,1,13.850374968722463,9.95179154103001,36.87316802425364,631.5496760038824,26.819250106811523,-0.17000000178813934,26.989250108599663,6.230541793008645,21.498708248138428,21.498708248138428,6.230541793008645,783,160,7,86.3396346363748,438,25,25,438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,0,1,1,1,1,1
Epipactis veratrifolia,11197275,196,87,36,40,31.837,10.721,46.269,40.077,1,23.123791734377544,11.039833307266235,41.8346615558712,557.6275785219794,35.60599899291992,8.876250267028809,25.914749145507813,15.9578750928243,27.81470839182536,29.499499638875324,15.137708187103271,156,38,0,100.39051023605042,93,0,0,71,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,28,1,1,1,1,1,1
Anoectochilus sandvicensis,1465,20,5,3,3,20.708,0.835,-156.247,1.138,1,21.09297776222229,8.01835584640503,68.55013883109243,138.27517884915832,26.879467010498047,15.18239974975586,11.697067260742188,20.229466438293457,22.4287109375,22.70871130625407,19.386666615804035,2178,257,91,33.38870736785123,740,354,366,685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Eria bidupensis,32,16,4,1,2,12.121,0.042,108.671,0.099,1,20.169197877248127,8.709437688191732,65.88575367782772,134.03025541620542,26.669750213623047,13.450750350952148,13.218999862670898,20.509708404541016,19.01658312479655,21.73620859781901,18.33858315149943,1469,240,17,60.59759134522017,618,80,407,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1
Eria carinata,95865,16,5,4,4,24.715,4.282,96.719,16.248,1,21.015125075976055,7.327500104904175,38.19870671736391,412.01564071759185,30.245250701904297,10.183500289916992,20.024999618530273,26.06816641489665,14.443374951680502,26.06816641489665,14.443374951680502,1962,395,12,92.01184990222745,1048,66,1048,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,1,1,1,1,1,1
Anoectochilus zhejiangensis,0,4,1,1,1,25.742,0,110.04,0,1,15.62795832256476,7.4138748943805695,26.968861729438974,730.8714232015908,28.79199981689453,1.3014999628067017,27.49049985408783,19.658541679382324,8.080833415190378,24.157041549682617,6.243250072002411,1642,290,46,60.01494254013184,767,172,601,184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,1,1,1,1
Ansellia africana,14265836,968,265,213,229,13.172,34.978,26.922,25.329,0,21.71871880690257,12.4751877784729,63.43103238618573,247.67850336013439,30.87725067138672,10.296500205993652,19.56474781036377,23.813291867574055,18.009708563486736,24.601291020711262,17.904541492462158,950,189,8,76.6521545165952,507,31,327,33,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,28,1,1,1,1,1,1
Erythrodes blumei,437178,68,34,13,14,23.721,2.321,119.585,9.364,1,20.072604139645893,7.830874840418498,40.957753602612335,387.0512401142724,28.630250930786133,10.265000343322754,18.36525058746338,24.302083651224773,16.13479169209798,24.302083651224773,14.875958442687988,2469,426.5,27,81.26151599731796,1226.5,110,1224,169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Erythrorchis altissima,4009855,40,21,7,8,21.845,11.057,117.977,16.304,1,23.168176968892414,7.70664628346761,39.99557100802907,430.1034345942796,32.40449905395508,13.135749816894531,19.268749237060547,27.88391621907552,18.839333216349285,27.88391621907552,17.45408344268799,1851,422,16,97.52606358923227,1141,63,1141,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,1,1,1,1,1
Eulophia coddii,3126,32,8,4,6,25.682,2.106,28.057,0.75,0,15.773010443896055,15.333343666046858,53.49552630030843,422.00372596054444,29.245999336242676,0.34675000607967377,28.64212442934513,19.670874913533527,10.228500053286552,20.05762465794881,10.184958184758822,680,118,6,77.47822551269638,335,20,318,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,1,1,1,1,1,1
Eulophia fernandeziana,180,12,5,2,2,10.221,1.146,25.714,1.053,0,19.997322877248127,13.834104220072428,66.64468624591825,165.34393409899891,29.33625030517578,8.57824993133545,20.758000373840332,20.74720843633016,17.619583129882813,21.425416628519695,17.619583129882813,1233,237,0,96.12154426277404,654,3,265,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1
Eulophia filifolia,275846,40,11,9,9,22.892,8.269,45.437,3.558,0,24.0330624183019,11.823426087697348,60.521455427677104,270.77561493271753,33.44501876831055,14.407407760620117,19.510953903198242,26.72333304087321,21.377888361612957,26.90855534871419,20.442999839782715,773,146,4,108.01805858313827,395,16,386,18,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,34,1,1,1,1,1,1
Eulophia grandidieri,0,4,1,1,1,18.933,0,49.017,0,0,23.66234842936198,9.119453430175781,61.644132331394744,218.70736773940428,31.283443450927734,16.489734649658203,14.793708801269531,26.18984572092692,22.89183235168457,26.18984572092692,20.988410631815594,2874,503,76,51.01760349946997,1251,333,1251,496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,1,1,1,1
Eulophia katangensis,1729552,72,19,16,16,12.043,10.133,30.084,11.457,0,20.048791627089184,13.025312463442484,65.33451518031471,217.88915010991764,29.451000213623047,8.20775032043457,18.273000717163086,21.135499954223633,16.682000001271565,22.450208346048992,16.682000001271565,1019,227,0,107.28340948544047,625,2,299,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Eulophia mangenotiana,0,4,1,1,1,21.6,0,46.367,0,0,21.45964578787486,13.281750281651815,64.1746708033219,250.201562274766,31.01099967956543,10.314749717712402,20.696249961853027,23.683374722798664,18.837583382924397,23.844124794006348,17.942750136057537,984,267,4,115.89402742524027,667,17,603,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,1,1,1,1
Eulophia nervosa,0,4,1,1,1,19.855,0,47.034,0,0,16.755218784014385,13.011479457219442,65.37774841544048,266.0616457908708,26.31974983215332,6.417749881744385,19.901999950408936,19.47179142634074,13.122250239054361,19.47179142634074,13.122250239054361,1407,297,12,91.56732854835136,803,39,803,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1,1,1,1,1
Acianthera hondurensis,0,8,2,2,2,16.155,0.081,-90.06,1.854,1,24.969239513079323,9.528958241144815,67.84410247946234,143.46283362023334,31.701499938964844,17.662250518798828,14.039249420166016,26.003708203633625,24.746416568756104,26.411645571390785,22.98620843887329,3046,547,68,66.74099037283113,1415,230.5,668.5,369.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,1,1,1,1
Eulophia ramosa,298207,120,33,25,27,20.815,8.644,45.729,3.294,0,23.015958110491436,12.686000188191732,64.98092728925172,251.04203822939812,33.083499908447266,11.394749641418457,18.176749229431152,25.637207984924316,19.265124638875324,25.637207984924316,19.265124638875324,1287,299,5,106.83334515198723,800,18,560,18,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,1,1,1,1,1,1
Eulophia reticulata,217969,112,29,26,27,20.474,9.231,46.773,3.403,0,19.789093732833862,12.589479088783264,65.94409719785676,250.9053378792105,28.40625,9.345999717712402,18.813249588012695,22.27583376566569,16.701624711354572,22.27583376566569,16.289875030517578,1331,295,8,103.69188690066262,803,27,748,27,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,1,1,1,1,1,1
Eulophia speciosa,9372545,772,201,165,177,18.91,33.411,29.861,18.367,0,20.46986456712087,11.504937489827475,60.54823787600098,254.97406952981748,30.172250747680664,10,18.609474182128906,22.573291460673016,17.71834150950114,23.329750378926594,17.191208044687908,926,143,12,74.8950951988232,393,44,293,55,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,28,1,1,1,1,1,1
Galeottia fimbriata,20589,12,3,3,3,6.559,2.407,-76.075,0.078,1,21.203151067097984,8.385364691416422,90.98432408648506,25.616003388715193,25.894875526428223,16.67900037765503,9.215875148773193,20.968583504358925,21.3356040318807,21.542500178019207,20.91927091280619,2509,310.5,103,31.708139087050125,796,386.5,675,745.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,1,1,1,1,1,1
Gastrochilus calceolaris,3612971,180,46,42,43,21.642,15.285,101.894,11.483,1,18.705015579859417,9.293312480052311,43.59359100907048,409.2802785534478,27.67074966430664,8.07824993133545,20.867125511169434,22.251312414805092,14.888000090916952,22.664645671844482,13.859604199727375,1453,285.5,14,81.39758252693184,780.5,60.5,712.5,63,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,28,1,1,1,1,1,1
Gastrodia africana,15607,12,4,3,3,3.612,2.027,10.718,1.87,1,23.400234421094257,8.406353950500488,78.01567145600828,81.4600391650473,28.518375396728516,17.65387535095215,10.713125228881836,22.794562339782715,24.005458513895668,24.347729682922363,22.320270538330078,1783,318,29,61.79500664347282,720,136.5,448,433.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Gastrodia elata,8008259,504,130,91,110,35.466,16.294,130.21,39.67,1,11.148838471000392,8.61112495015065,27.12773220045672,798.6829793099869,26.96875,-4.082124948501587,31.231124818325043,20.36603895823161,2.352020800113678,21.178104162216187,1.1134791374206543,1415.5,208.5,47,46.244470620806034,577.5,162.5,546.5,164,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41.5,1,1,1,1,1,1
Gastrorchis tuberculosa,69675,20,5,5,5,18.265,7.175,48.439,2.622,0,19.47937512397766,11.819041728973389,61.248782762627755,261.7765347424946,28.29924964904785,9.190250396728516,18.651748657226562,22.30258337656657,17.27091693878174,22.30258337656657,15.905625184377035,1718,317,45,75.98831741375812,887,147,887,181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,1,1,1,1
Appendicula calcarata,42794,28,8,4,6,4.067,5.875,115.923,1.09,1,21.930520812670387,10.783770481745401,79.8302443286081,53.90237402387936,28.706249237060547,15.066124439239502,13.484625339508057,21.643479267756142,21.733479261398315,22.68664574623108,21.25331242879232,2497,262,142.5,18.994174459204164,724,472,685.5,546.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Genyorchis platybulbon,4185,24,6,5,5,3.336,1.286,10.211,2.021,1,23.836548169453938,7.58607300122579,74.39171440704166,90.9090761079801,28.7469539642334,18.950000762939453,10.162500381469727,23.361624876658123,24.51133664449056,24.836674690246582,22.7025416692098,2396,415.5,37.5,61.12674019110751,1027.5,153,453,752.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,1,1,1,1
Geodorum recurvum,1175710,64,16,15,15,19.296,8.248,97.399,20.048,1,25.19626557826996,9.822895487149557,54.786735079256324,265.79516931853857,33.09837341308594,14.746000289916992,18.185248374938965,26.33808342615763,21.378292242685955,27.913228511810303,21.378292242685955,1136,227.5,4,84.39554028945292,602.5,25,349,32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,1,1,1,1,1,1
Glomera compressa,312303,96,25,21,22,5.051,4.508,141.326,10.32,0,18.530364513397217,11.098521113395691,87.05343613242658,42.18914823670376,24.707500457763672,11.72249984741211,12.22800064086914,18.546500364939373,17.831708272298176,19.009958267211914,17.831708272298176,3037,334,208,17.948420023025434,938,633,843,666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1
Glomera oligantha,74932,44,11,8,10,7.01,5.371,145.293,8.356,0,19.715614676475525,11.758999903996786,84.31628877679684,55.2998279431043,26.194250106811523,12.670000076293945,13.524250030517578,20.199291388193767,18.963958740234375,20.238041241963703,18.94683376948039,2428,270,121,24.14287685521867,758,386,758,386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Glomera uniflora,0,8,2,2,2,2.733,0.315,138.559,0.212,0,24.40335408846537,9.527708212534588,86.30574166334068,40.056307620514865,29.8596248626709,18.815625190734863,11.043999671936035,24.627479235331215,24.22302087148031,24.87277062733968,23.88754177093506,2930,334.5,200.5,17.584535531883773,908.5,617.5,781.5,629.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,1,1
Gomesa sessilis,0,4,1,1,1,20.445,0,-41.738,0,0,15.620197892189026,12.16168761253357,64.00214237942384,216.20620694048634,25.019500732421875,6.017499923706055,19.00200080871582,17.423916657765705,12.7307497660319,18.10450013478597,12.7307497660319,1402,236,27,65.61583973570937,675,96,509,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,1,1,1
Gomesa silvana,0,4,1,1,1,14.706,0,-39.603,0,0,22.043031215667725,7.371937433878581,64.6505222337918,147.24936080240136,27.51099967956543,16.10824966430664,11.402750015258789,23.13166681925456,21.023958524068195,23.686333338419598,20.064666430155437,1312,137,78,17.983503217481267,385,261,367,305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Gonatostylis vieillardii,7216,136,39,16,23,21.724,1.687,166.18,2.152,0,21.899230162302654,7.280453681945801,56.24479575830545,212.99924125130426,28.015729904174805,14.914775848388672,13.131915092468262,24.186452229817707,19.93012460072835,24.491999626159668,19.226061979929607,1863,264,71,37.44488961857816,675,272,674,319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Gongora arcuata,0,4,1,1,1,4.561,0,-73.972,0,1,13.219468832015991,8.43235445022583,85.71861708810691,34.802618089429174,17.86199951171875,8.024749755859375,9.837249755859375,13.028791586558023,13.177791595458984,13.681750138600668,12.82366673151652,1648,220,47,40.678991483535484,620,195,451,584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,1,1,1
Gongora portentosa,0,4,1,1,1,4.82,0,-73.206,0,1,23.940666675567627,8.590708414713541,79.78924138543532,71.6794504573943,29,18.23324966430664,10.76675033569336,23.268083572387695,24.57912476857503,24.896291732788086,23.07100009918213,3277,479,44,56.29798560719173,1384,230,263,1293,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,1,1,1,1,1
Goodyera flaccida,1572,12,3,3,3,18.128,2.056,48.852,1.323,0,19.500229318936665,11.819353977839151,62.80209123575191,264.27019869216764,28.436750411987305,9.375249862670898,18.820000648498535,22.27583376566569,17.325375080108643,22.27583376566569,16.051666736602783,1814,325,51,71.14489082067924,911,178,907,238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,1,1,1,1,1,1
Goodyera macrophylla,0,4,2,1,1,32.743,0.01,-16.877,0.01,1,14.755857904752096,5.160372018814087,41.52228557563435,269.621754647443,21.04758071899414,8.619623184204102,12.427957534790039,13.031899611155191,17.667069753011067,18.396908442179363,11.797222137451172,727,111,7,59.8651914172968,309,34,73,255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,0,1,1,1,1,1
Goodyera perrieri,198,12,3,2,2,19.685,2.32,48.183,0.343,0,19.60353136062622,12.115458567937216,63.53140562799318,265.3287672570086,28.585250854492187,9.375249862670898,19.061500549316406,22.432958602905273,17.35949993133545,22.432958602905273,16.088375091552734,1599,315,40,79.97158753844577,875,130,875,164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1
Appendicula longirostrata,51184,80,21,11,14,5.088,4.987,115.432,6.421,1,23.1583749850591,9.896000385284424,77.71045774098641,63.81940581521345,29.525750160217285,16.802249908447266,12.72350025177002,22.899083296457924,22.87458340326945,23.983729203542076,22.32964595158895,2442,264,123,23.238585321024175,736,418,658,526,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,1,1,1,1,1,1
Graphorkis medemiae,0,4,1,1,1,16.45,0,45.35,0,0,26.183083295822144,12.89579153060913,72.26152104367856,142.66378609714,34.67250061035156,16.826499938964844,17.84600067138672,27.090083122253418,24.07324981689453,27.421124776204426,24.07324981689453,1349,413,2,126.94957837786365,972,10,693,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,1,1,1,1,1
Grosourdya quinquelobata,8,8,3,1,1,3.063,0.042,119.973,0.012,0,22.84475000699361,8.93120845158895,81.15406461659816,49.477603999638134,28.21725082397461,17.211999893188477,11.005250930786133,23.014416694641113,22.762499809265137,23.386125246683758,22.13449986775716,3112,411,137,34.958958891032104,1072,450,772,536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Gymnadenia crassinervis,106645,28,7,7,7,28.249,3.828,97.849,10.31,1,7.864140628992269,10.419687434410056,39.036680884053595,580.8413479161654,20.713375091552734,-5.273750066757202,25.987125158309937,14.503250082333881,1.2339374721050262,14.503250082333881,0.34522909919420874,803.5,145.5,9,67.96624074026369,381.5,41,381,50.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,1,1,1,1,1,1
Gymnadenia frivaldii,33651,20,5,5,5,41.312,1.614,22.328,4.091,1,9.277666682998339,10.13610428571701,34.348179469633955,685.6311559403567,22.65850067138672,-6.369500160217285,28.898000717163086,3.787041594584783,17.78958336512248,17.78958336512248,1.0423750082651775,694,73,41,18.19926439277999,200,131,131,182,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1
Gymnadenia rhellicani,145399,436,117,68,89,45.898,2.305,8.881,5.813,1,3.427302029915154,7.525437506206799,32.07978999329337,600.9510090164392,15.288000106811523,-7.989749908447266,23.666250228881836,5.760458250840505,2.6092915733655295,11.218166589736938,-3.0662499964237213,1080,120,62,18.87660659808579,339,222,242,256,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Gymnadenia runei,0,4,1,1,1,65.878,0,14.702,0,1,-1.1857187872131665,6.6027292758226395,24.163030076107578,769.962958032909,12.575750350952148,-14.75,27.32575035095215,4.253750006357829,-2.92916672428449,8.734083334604898,-10.013333400090536,893,98,36,27.434485925176258,267,137,232,263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,1,1,1,1
Habenaria armatissima,11770852,124,34,30,30,5.798,32.004,25.653,24.238,0,21.627640664577484,14.036676983038586,67.20452190097691,206.29431888720683,31.132999420166016,10.61775016784668,21.280499935150146,22.49195830027262,18.744062423706055,23.890562216440834,18.687499841054283,900,207.5,0,109.05351773058916,534.5,1,181.5,5,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,40,1,1,1,1,1,1
Habenaria backeri,0,4,1,1,1,6.788,0,106.982,0,0,17.225229183832806,8.872291405995687,87.16699007051797,37.169647909483935,22.355249404907227,12.176750183105469,10.178499221801758,17.22191635767619,16.928458372751873,17.686041990915935,16.74120823542277,3275,380,129,33.894055263408816,1079,438,964,473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Habenaria batesii,119,8,3,2,2,3.649,1.148,9.82,1.823,1,21.438400506973267,7.155779997507731,72.0388347432825,99.84621623697328,26.756450653076172,16.823225021362305,9.933225631713867,20.038010597229004,22.259892145792644,22.470645268758137,20.038010597229004,2860,401,38,58.380488986864286,1180,166,480,1180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Habenaria delavayi,166023,64,16,15,15,26.466,5.351,101.334,2.659,1,12.930145961542925,9.846416374047598,41.24422089684415,470.1490925339384,23.980249404907227,0.9380000233650208,22.979250073432922,18.102333545684814,6.640833467245102,18.102333545684814,6.640833467245102,867,167,11,83.4591064256509,459,43,459,43,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,1,1,1,1,1,1
Habenaria dusenii,135107,12,3,3,3,3.104,21.34,-62.574,13.195,0,27.021583557128906,10.033542315165201,74.62660325481238,106.29646115124498,32.83475112915039,20.402000427246094,12.452999114990234,25.762791951497395,27.638333638509113,27.825875282287598,25.762791951497395,2512,432,24,70.0155448641514,1180,110,352,1180,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,1,1,1,1
Habenaria finetiana,136182,40,10,10,10,25.902,4.354,100.868,3.195,1,12.079947985708714,10.223979180057844,41.22723942068034,468.618084239357,23.858749389648438,-0.574999988079071,23.91425061225891,17.51354169845581,6.495583325624466,17.51354169845581,5.791249980529149,818,143,11,72.08899835889235,398,46,398,47,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,1,1,1,1,1,1
Habenaria fordii,234040,32,8,8,8,24.671,1.855,106.365,11.68,1,17.277395884195965,8.252999941507975,33.666402276303685,564.0816763936369,29.07550048828125,5.011000156402588,23.31849956512451,21.413208484649658,9.770541667938232,24.743375142415363,9.770541667938232,1288,241,14,82.10653151535826,683,61,584,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,1,1,1,1,1
Habenaria glazioviana,3278390,56,16,13,13,12.545,13.99,-49.468,24.949,0,25.05681236584981,12.285249948501587,72.55089656030052,111.7165767655636,31.460875511169434,17.569875717163086,15.634374618530273,25.09616708755493,24.992958227793377,25.95560344060262,23.468356291453045,1722.5,280,11.5,71.82241714479547,805.5,44,468,309.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.5,1,1,1,1,1,1
Habenaria holotricha,0,4,1,1,1,18.58,0,98.48,0,1,22.822343866030376,9.527562379837036,57.98352023662429,238.91448998387855,30.030750274658203,13.599249839782715,16.43150043487549,23.934833844502766,19.42483361562093,25.27512486775716,19.42483361562093,1067,191,2,80.6819105564668,516,21,345,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,1,1,1
Habenaria isoantha,43795,28,9,5,7,8.852,1.897,34.949,3.222,0,19.954562346140545,10.726187467575073,66.87429366263493,179.51158902878936,28.881250381469727,10.968250274658203,15.923749923706055,21.033707936604817,19.721874713897705,21.808958530426025,17.16279141108195,1696,371,9,96.93205061724233,912,29,373,34,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1
Appendicula tenuispica,59747,16,4,4,4,7.652,4.256,146.988,4.124,0,20.485776046911873,10.051093896230062,81.52086079742992,65.74153242289292,26.64424991607666,13.864874839782715,12.453000545501709,21.02970838546753,20.111874898274742,21.047354221343994,19.66631237665812,2597.5,311.5,134,30.742887917486016,891.5,430,855,527.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,1,1,1,1,1,1
