species,X1...2,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52
Polystachya porphyrochila,61,12,4,2,2,6.963,0.246,37.679,0.031,0,22.281135241190594,10.536020596822103,70.44796109059251,162.7938280804585,29.320999145507813,14.365249633789063,14.95574951171875,23.605833053588867,20.097833156585693,23.960707982381184,20.097833156585693,1391,271,23,67.81604892852782,625,78,465,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,1,1,1,1,1,1
Polystachya praecipitis,16039,16,5,4,4,4.853,1.487,36.537,1.441,0,19.822468638420105,10.538270950317383,65.85983436303837,165.23125580302195,27.51675033569336,11.359000205993652,15.406999588012695,21.170124530792236,17.94904152552287,21.30062484741211,17.58004140853882,686,150,1,92.84198223189894,367,7,274,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Polystachya pudorina,918,16,5,4,4,4.947,0.347,38.54,0.43,0,22.548520803451538,9.637041409810385,68.47541474791915,154.46116923478104,29.78274917602539,15.078749656677246,13.956499099731445,23.234333038330078,20.615958372751873,24.504249890645344,20.45941670735677,1089,187,38,55.587045307714746,465,131,218,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Polystachya rugosilabia,0,4,1,1,1,6,0,37.5,0,0,21.56358317534129,10.690166552861532,69.71431210460901,174.9782435927591,28.831499099731445,13.497249603271484,15.334249496459961,22.15166664123535,19.260666688283283,23.43104139963786,19.260666688283283,1103,217,18,69.8406036272031,512,61,354,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,1,1,1
Polystachya serpentina,8,8,3,2,2,4.871,0.243,38.454,0.075,0,17.633322834968567,10.163145780563354,65.69902200178488,192.88732813823987,25.469249725341797,10,15.469249725341797,18.313583374023438,15.392041365305582,19.93712504704793,15.299916426340738,1000,186,22,62.10074986497559,437,77,274,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Polystachya shega,50,8,3,2,2,3.933,2.205,38.111,0.597,0,17.840739687283833,10.383312622706095,66.62803023158891,178.9690962784106,25.561750411987305,9.977749824523926,15.584000587463379,18.46666669845581,15.749124844868978,19.913249969482422,15.535000165303549,853,161,13,66.62232073770438,376,50,264,57,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Bryobium eriaeoides,8769,36,9,9,9,16.5,2.78,145.278,1.72,0,21.995906194051106,8.877687136332193,54.27055371233109,254.96713629434953,29.841249465942383,12.828999519348145,16.7554988861084,24.610708554585774,21.10379155476888,24.950250307718914,18.259999593098957,2328,442,40,83.79538312513085,1222,144,1008,180,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Polystachya stauroglossa,852702,44,12,11,11,0.502,6.779,28.642,12.132,0,20.08821360270182,10.1358958085378,86.08293735667155,45.765071080642755,26.79212474822998,13.726374626159668,12.100124835968018,19.905708471934,20.1434166431427,20.731166680653892,19.750875075658165,1369,207,26,44.391966691798096,540.5,115.5,284,162,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1
Polystachya subdiphylla,7096,20,6,4,4,6.541,0.975,37.386,1.008,0,20.18806238969167,10.332208236058554,69.60948234715843,166.01598255763733,27.071250915527344,12.21875,14.852500915527344,21.561416308085125,17.93233331044515,21.89437452952067,17.93233331044515,1200.5,238,12.5,75.43597087093754,549.5,51,429,51,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,1,1,1,1,1,1
Polystachya subumbellata,9145,32,8,5,5,19.014,1.19,33.136,1.286,0,17.59793758392334,11.379666646321615,61.05298778079334,281.6889355487636,25.874250411987305,7.346625089645386,18.639000415802002,20.0881667137146,13.632666627566019,20.0881667137146,13.527583281199137,1034.5,227,10,95.40698280151025,634.5,36,577,36.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,1,1,1
Polystachya superposita,2440,24,6,6,6,5.669,1.827,10.064,1.194,1,19.80109371741613,9.143156290054321,70.27989967417837,125.94732273113055,25.83049964904785,13.802249908447266,13.009375095367432,18.32062498728434,20.762916485468548,21.56595834096273,18.148104111353554,2061,365,10.5,73.43214577559911,1020,57,320.5,1020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Polystachya teitensis,1423,24,7,4,4,3.695,0.749,38.697,0.608,0,23.760989745457966,10.248499870300293,69.48230485947533,155.928038020192,30.89875030517578,16.002500534057617,14.81149959564209,24.281208356221516,21.72591718037923,25.393624941507976,21.72591718037923,718,122,18,62.28372329107092,289,69,164,69,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,1,1,1,1
Polystachya tenella,9988,32,8,5,5,1.052,2.336,29.415,0.761,0,15.945104122161865,9.667374928792318,92.2566117251649,25.201914398213802,21.078500747680664,10.693249702453613,10.38525104522705,16.050250212351482,15.77774969736735,16.18904209136963,15.742624918619791,1619,198,47,34.89022140939906,525,204,398,277,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Polystachya testuana,0,4,1,1,1,0.464,0,10.279,0,1,25.272062222162884,7.386833031972249,69.48717187323287,109.67211698917312,30.015499114990234,19.385000228881836,10.630498886108398,25.519874890645344,23.684583346048992,26.31737454732259,23.684583346048992,2411,418,7,69.19919220930704,1045,59,768,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1,1,1
Polystachya uluguruensis,14813,36,10,7,7,7.758,2.007,36.991,1.627,0,22.628890494505566,10.205041607220966,66.67133999726414,172.53739577780908,29.774624824523926,14.61537504196167,15.304500579833984,23.808666547139488,20.574416557947796,24.349374612172443,20.329020659128823,1485,325,8,86.590097731114,763,41,483.5,54,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Polystachya undulata,9,8,3,2,2,2.69,0.483,29.144,0.42,0,21.312343955039978,10.823895692825317,86.61022254042103,50.28866011313313,27.43174934387207,14.934499740600586,12.497249603271484,21.12120834986369,21.171958764394123,22.09487533569336,20.886083602905273,1181,173,7,57.6495563565822,458,48,182,135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Polystachya valentina,226,24,7,2,3,19.718,0.37,32.972,0.174,0,16.8350626428922,10.383187413215637,60.47462629079867,263.3894347697305,24.32349967956543,7.458000183105469,17.761499881744385,19.11912488937378,14.042666673660278,19.11912488937378,13.286791721979776,1133,244,14,93.06205937931863,679,52,655,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,1,1,1,1
Polystachya victoriae,721107,68,20,13,14,1.086,6.114,9.172,2.981,1,25.826735893885296,7.108628431955974,68.12484754497622,101.16160779382199,30.14767837524414,20.22137451171875,10.012726783752441,25.599387804667153,24.50694402058919,26.91263182957967,24.435858567555744,2489.5,437,7.5,69.15615247510303,1075.5,68,678,167.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,1,1,1,1,1,1
Polystachya woosnamii,47938,108,33,17,22,1.579,3.018,29.306,1.381,0,17.171635270118713,9.722333272298178,90.80988300377884,26.825438221635405,22.907249450683594,11.219499588012695,10.706250190734863,17.272416591644287,16.938583056132,17.336291631062824,16.908999760945637,1554,199,31,42.483682413032376,525,144,366,268,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,1,1,1,1
Polystachya xerophila,12,12,4,1,2,4.822,0.112,38.484,0.033,0,20.256468753019966,9.711687286694843,66.91991722897617,168.6540532670628,27.45787525177002,12.941625118255615,14.516250133514404,20.949416716893513,18.250958124796547,22.23610417048136,18.07993761698405,1037,183.5,34.5,55.45884621140451,450.5,110,248,119.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,1,1,1,1,1,1
Pomatocalpa maculosum,3345645,20,5,5,5,6.355,19.111,93.47,24.931,1,26.4042812983195,7.623020490010579,80.3223087356472,60.40489691485862,31.379545211791992,20.526750564575195,9.690248489379883,25.4670836130778,25.18512503306071,27.47254180908203,24.739708582560223,2255,348,38,56.543287376411335,928,145,483,644,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,1,1,1,1,1,1
Porroglossum muscosum,101581,52,13,13,13,2.699,9.007,-77.212,4.232,1,16.0546146829923,9.422500054041544,92.81242509424364,20.854766151578037,21.04612445831299,11.081375122070312,10.57087516784668,15.880896011988323,15.944687366485596,16.375312487284344,15.77120844523112,1471,240,30,40.99019540909042,655,131.5,562,366.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,1,1,1,1,1,1
Prasophyllum favonium,55,20,6,1,2,41.17,0.069,144.733,0.128,0,12.159025609493256,6.920021494229634,48.376623661628926,259.56812778794784,19.116294860839844,4.811820983886719,14.304473876953125,9.087273756663004,15.511608441670736,15.511608441670736,9.087273756663004,1325,170,58,34.14581875619461,479,200,200,479,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,1,1,1,1,1,1
Prasophyllum giganteum,274338,196,52,29,38,32.902,5.424,116.993,6.917,0,17.432888001203537,10.632575710614521,49.55024272295552,391.45547737776144,27.802969932556152,7.187857151031494,21.284863471984863,13.021657745043438,22.1156796614329,22.628666559855144,12.55370279153188,819.5,156,11.5,82.67409094014948,422,45,54,416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.5,1,1,1,1,1,1
Prasophyllum mimulum,17115,108,37,17,19,41.84,1.409,146.576,1.968,0,8.173937428742647,8.310854240631064,47.02498654157512,333.6186974152627,16.517250061035156,-1.8872499465942383,17.09199947118759,4.209291746218999,12.532416343688965,12.54604196548462,3.7408333073059716,1132,128,57,25.010186344617537,361,192,197,357,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,1,1,1,1,1
Bulbophyllum aggregatum,7857,28,7,5,5,19.776,2.291,47.75,0.996,0,17.693937520186108,12.115458567937216,63.50497262122688,264.3693080227052,26.194000244140625,7.185500144958496,19.061500549316406,20.434541702270508,14.579749822616577,20.434541702270508,14.063083410263062,1434,299,26,85.95949073518095,826,97,826,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Prescottia lojana,51,12,3,2,2,4.306,0.33,-79.139,0.045,0,15.336739579836527,10.348395586013794,83.78249733022933,32.965072719862306,21.41575050354004,9.064249992370605,12.351500511169434,15.435666879018148,14.97137482961019,15.666750113169352,14.860374768575033,1265,172,62,33.9488131528612,473,211,273,234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,1,1,1
Bulbophyllum alveatum,0,4,1,1,1,8.55,0,147.25,0,0,16.79256268342336,11.780333439509073,86.82439863383517,57.04268347252358,23.365999221801758,9.79800033569336,13.567998886108398,17.323166688283283,15.983875274658203,17.35729169845581,15.983875274658203,2797,371,107,38.773749898577066,1047,333,951,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Psychilis macconnelliae,1004,24,8,3,4,18.289,0.636,-65.146,1.192,1,26.143340746561687,7.314948320388794,69.88997685614527,123.9580429190039,31.30543041229248,20.88482093811035,10.509822845458984,26.836309750874836,24.932440121968586,27.54136912027995,24.579166412353516,1252,159,50,38.275603136661005,468,165,383,171,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,65,1,1,1,1,1,1
Psychilis olivacea,2335,12,4,3,3,19.573,0.709,-70.375,3.132,1,25.03444989522298,9.360917488733929,73.18696632321672,127.97311993051741,31.058298110961914,18.421130180358887,12.812786102294922,24.79373327891032,23.59946632385254,26.319466590881348,23.472599665323894,1927.5,252,91,29.250312896642836,647,342,443,428,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,1,1,1,1,1,1
Pterostylis acuminata,729187,988,333,75,141,32.935,7.895,151.187,2.875,0,17.207885424296062,9.686033407847086,46.860574471239524,397.72662944162073,26.786500930786133,6.368877410888672,20.669898986816406,21.53587468465169,12.884916623433432,21.72427209218343,12.055442015329996,1126,135,51,28.70079118293504,389,179,342,209,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,46,1,1,1,1,1,1
Bulbophyllum analamazoatrae,123522,192,119,11,18,18.673,0.884,48.394,0.519,0,19.500229318936665,11.87820816040039,63.53140562799318,265.3287672570086,28.436750411987305,9.29325008392334,19.061500549316406,22.27583376566569,17.325375080108643,22.27583376566569,16.051666736602783,1599,315,40,79.97158753844577,875,130,875,164,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,1,1,1,1,1,1
Pterostylis erecta,167377,408,117,67,89,31.528,8.402,151.824,2.947,0,17.69493744770686,9.55762485663096,47.68881338249514,385.139044202362,27.326446533203125,7.102250099182129,20.030999183654785,21.962125142415363,13.328184286753336,22.282246589660645,12.581541458765665,1187,151,47,30.739718414750783,411,177,364,216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,1,1,1,1,1,1
Bulbophyllum anjozorobeense,19320,20,5,4,4,17.49,5.433,48.305,1.077,0,19.315635561943054,12.115458567937216,63.95003823811706,260.09890004327133,28.086750030517578,9.375249862670898,19.061500549316406,22.03458372751872,17.185250123341877,22.04800017674764,15.973166783650717,1350,311,16,102.1204938699643,867,53,812,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Pterostylis hispidula,188536,404,128,59,79,32.319,5.668,151.446,2.717,0,15.851130217313766,9.777843808134397,46.59632023348496,413.7230212906396,25.690750122070312,4.462625026702881,21.614375352859497,20.14412506421407,11.934517979621887,20.531166235605877,10.699625154336294,1170,155.5,44.5,34.69914993991621,434,159,378.5,187,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,1,1,1,1,1,1
Pterostylis humilis,23283,52,13,5,7,39.112,1.55,175.338,1.136,0,9.984114519009987,9.736103949447473,47.310735442912936,377.99191907518485,19.248249053955078,-0.8237500190734863,20.071999073028564,6.907541652520497,13.042458534240723,14.525083223978678,5.326666757464409,1553,156,98,12.939291281735755,443,315,352,422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,1,1,1,1,1
Bulbophyllum ankylochele,26872,16,4,4,4,5.871,3.264,142.87,6.969,0,18.629166662693024,11.52233334382375,87.1735026395967,51.687448705501794,24.76112461090088,11.875,13.295374870300293,18.62456258138021,18.021312634150185,19.103395620981853,18.018250147501625,3291.5,340,225.5,13.450113510622165,928,704.5,828,768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,1,1,1,1,1,1
Bulbophyllum ankylorhinon,0,4,1,1,1,8.55,0,147.25,0,0,16.79256268342336,11.780333439509073,86.82439863383517,57.04268347252358,23.365999221801758,9.79800033569336,13.567998886108398,17.323166688283283,15.983875274658203,17.35729169845581,15.983875274658203,2797,371,107,38.773749898577066,1047,333,951,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Pterostylis praetermissa,99696,156,54,26,30,30.451,2.238,150.428,3.005,0,15.824874968578417,12.691645830869675,46.525126614427506,546.2449134745236,29.366374969482422,1.691249966621399,27.622249841690063,21.89087494214376,11.412708481152853,22.413437445958458,8.812708348035812,757,108,38,34.28893804498972,274,132,270,135,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,1,1,1,1,1,1
Bulbophyllum antennatum,76377,28,7,7,7,5.848,3.867,143.333,8.33,0,16.685604254404705,11.737416545550028,91.29713158016027,37.10636141191041,22.644500732421875,9.925999641418457,12.862749099731445,16.902958234151203,16.238375027974445,17.147791862487793,16.238375027974445,2453,274,140,28.451232782683242,778,451,735,451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,1,1,1,1
Pterostylis squamata,3921,36,9,6,7,42.489,1.013,147.532,0.606,0,10.768395802627007,8.693544308344523,49.82707773843815,301.45446809337324,20.405532836914062,2.6597468852996826,17.060078382492065,7.4689873059590655,14.220253149668375,15.517916679382324,7.107848167419434,677,70,44,16.094978713796404,195,148,156,175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,1,1,1,1,1,1
Restrepia trichoglossa,1249860,84,30,16,18,11.501,13.317,-87.093,14.103,1,18.229416767756145,10.228625218073526,81.21531715516116,71.78305565625465,24.754249572753906,11.623250007629395,12.141749382019043,18.501874923706055,17.105166912078857,19.04633331298828,17.105166912078857,2529,431,24,69.97439928824093,1134,89,480,293,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34,1,1,1,1,1,1
Rhipidoglossum bilobatum,1495294,104,33,15,17,2.179,7.924,28.782,5.031,0,17.690750002861023,10.01550006866455,89.6928922967454,29.728536615654573,23.037500381469727,11.119750022888184,11.07550048828125,17.637500127156574,17.014625151952107,18.086416721343994,17.014625151952107,1449,212,20,49.20164357213833,544,101,313,232,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Rhipidoglossum globulosocalcaratum,145292,28,7,7,7,0.026,5.345,28.743,3.44,0,22.978781302769978,9.792687575022379,88.99611567775807,38.65127574599045,28.326250076293945,17.16575050354004,11.003499984741211,22.761541684468586,23.04525025685628,23.49208354949951,22.48629156748454,1511,199,38,43.14973494867957,514,157,266,344,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Rhipidoglossum polydactylum,183,16,4,3,3,4.968,0.195,9.732,0.111,1,22.691062529881794,8.678635517756145,74.11545996280462,107.75113874724573,28.26099967956543,16.41175079345703,11.832499504089355,21.133541742960613,23.45354175567627,23.816458066304524,21.133541742960613,2583,435,18,69.9081618822375,1213,92,401,1213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,1,1,1,1,1
Bulbophyllum atrosanguineum,0,4,1,1,1,21.114,0,104.934,0,1,21.38238537311554,7.5624790986378985,39.978745197387624,440.3967650187798,30.18549919128418,11.26924991607666,18.91624927520752,25.557666460673016,16.703458468119305,26.053916613260906,15.527583440144857,1479,299,6,91.0004513145049,844,46,766,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Sarcochilus falcatus,966606,2408,767,160,311,31.373,8.919,151.557,3.136,0,15.825447857379913,10.10949989159902,47.32153376304691,414.54657718966075,25.79974937438965,4.289249897003174,21.606000423431396,20.350250085194904,11.30162505308787,20.625750064849854,10.538708209991455,1178,163,41,42.01057976880039,449,156,424,179,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,18,1,1,1,1,1,1
Bulbophyllum auriflorum,36731,232,123,10,22,18.892,0.321,48.366,0.316,0,19.500229318936665,11.87820816040039,63.24373274002798,265.3287672570086,28.436750411987305,9.29325008392334,19.061500549316406,22.27583376566569,17.325375080108643,22.27583376566569,16.051666736602783,1718,317,45,75.98831741375812,887,147,887,181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1
Satyrium ecalcaratum,480078,32,8,5,7,5.815,14.548,32.536,6.433,0,16.87233340740204,10.583583434422811,79.22815301020307,88.054994093127,23.769749641418457,10.506999969482422,12.900999546051025,17.728270848592125,16.445875088373818,17.963395913441975,15.936000029246012,1417,190.5,23,64.68156822189036,480,107,362.5,148,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,1,1,1,1,1
Satyrium flavum,422,12,3,2,2,18.788,1.307,32.881,0.192,0,16.037791748841602,11.346916715304056,62.28488640498547,258.682283078199,24.303499221801758,5.6020002365112305,18.09950017929077,18.343750317891438,13.286791721979776,18.343750317891438,12.322124719619751,1197,261,14,96.58127421470004,729,45,729,48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Bulbophyllum ballii,1704,28,8,5,5,19.402,1.473,32.848,0.174,0,17.721197605133057,11.09833304087321,60.70109122702392,267.1905424490384,25.855499267578125,7.69474983215332,18.283124208450317,20.214458147684734,14.967520475387573,20.214458147684734,13.984249432881674,1118,229,14,93.06887616512384,655,50,655,51.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,1,1,1,1
Satyrium trinerve,15221549,656,179,136,149,16.075,35.109,33.355,32.445,0,18.530385335286457,11.838145931561789,62.983950480421846,240.50989399581684,27.949249267578125,8.973250389099121,18.491498947143555,20.91654173533122,16.23479175567627,21.315208276112873,15.97058367729187,1242,239,11,81.13136513973183,642,47,384,55,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,28,1,1,1,1,1,1
Bulbophyllum baronii,164956,248,93,34,43,19.164,7.883,47.944,2.906,0,19.47937512397766,12.115458567937216,63.53140562799318,265.3287672570086,28.29924964904785,9.29325008392334,19.061500549316406,22.27583376566569,17.071625073750813,22.27583376566569,15.913083553314209,1594,309,36,82.58041360128387,867,124,867,136,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,1,1,1,1,1,1
Bulbophyllum bicoloratum,213219,44,11,10,10,17.879,9.664,47.991,2.864,0,22.319364587465923,12.024895906448364,69.01043446850025,197.82597788565977,30.326000213623047,12.100749969482422,17.69600009918213,23.84987449645996,19.828833262125652,23.877541542053223,19.587124665578205,1612,358,12,104.78157582117976,984,43,807,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,1,1,1,1
Bulbophyllum bifarium,13918,40,11,6,7,4.909,2.115,9.92,2.477,1,23.836548169453938,8.575145721435547,74.29102602166553,92.60646411833491,28.7469539642334,18.94124984741211,11.253000259399414,22.55698013305664,24.51133664449056,24.836674690246582,22.55698013305664,2885,458,28,66.96567640913779,1303,135,438,1303,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Scaphyglottis sickii,8115450,244,65,58,60,2.426,21.807,-55.709,41.087,0,25.452052116394043,8.780718564987183,80.55479227098533,55.261493288067776,31.033696174621582,19.057945251464844,11.717248916625977,25.344291528066,25.41295830408732,26.045710881551106,24.812479178110756,2016.5,308,55,53.387901056741285,885.5,208.5,383,603,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,19.5,1,1,1,1,1,1
Bulbophyllum bigibbum,0,8,2,2,2,5.717,3.24,142.758,7.245,0,16.84023441871007,11.125593860944113,90.664504688985,35.71975233229219,22.905500411987305,10.617125034332275,12.28837537765503,17.004125038782753,16.48058327039083,17.286208391189575,16.414249976476036,2517.5,291.5,137,23.912940619293206,813.5,438,703.5,448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Schizochilus lepidus,232,20,5,2,2,19.626,0.403,32.962,0.322,0,16.8350626428922,10.247041742006937,60.829552858411354,248.09239884495486,24.303499221801758,7.458000183105469,16.84549903869629,19.11912488937378,13.286791721979776,19.11912488937378,13.286791721979776,1237,258,16,93.06205937931863,729,54,729,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,1,1,1,1
Selenipedium aequinoctiale,783,16,4,3,4,0.478,1.306,-77.872,2.011,1,20.020802120367687,8.559312462806702,88.27335465194157,26.70342412050248,24.972000122070313,15.313124656677246,9.658875465393066,20.380937496821083,19.982729196548462,20.380937496821083,19.718604485193886,1995,234,67.5,33.82231373325316,665,274,609,504.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,1,1,1,1
Selenipedium chica,76650,20,5,5,5,6.004,10.467,-78.07,5.511,1,26.13226056098938,7.194579362869263,78.89658316258843,62.344259045802715,31.05268383026123,21.71062469482422,9.166622161865234,25.607620080312095,26.19781255722046,26.92018747329712,25.433979511260986,2471,376.5,23,63.06704645319786,1013.5,103.5,407.5,867,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,1,1,1,1,1,1
Selenipedium palmifolium,16442,12,3,3,3,8.759,4.803,-58.498,7.627,1,26.3353750705719,7.728342692057292,82.45607659004851,58.02627149678491,30.962249755859375,21.686250686645508,9.300281524658203,26.609875043233234,26.22504711151123,26.812708218892414,25.487916946411133,2063,266,63,47.970243653209465,757,211,394,363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,1,1,1,1,1
Selenipedium steyermarkii,0,4,1,1,1,5.917,0,-62.217,0,1,24.991541783014934,10.013166586558023,84.94912847223009,46.49330429290351,30.808250427246094,19.020999908447266,11.787250518798828,24.759541511535645,24.87612501780192,25.4877503712972,24.56666660308838,2003,288,67,45.86659554053383,805,226,505,272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,1,1,1
Bulbophyllum bliteum,0,4,1,1,1,6.5,0,145.583,0,0,18.093385378519695,12.319354057312012,87.10412728775304,58.13227891718071,24.962249755859375,10.819000244140625,14.14324951171875,18.676708380381267,17.258291562398274,18.70937506357829,17.258291562398274,2196,263,86,35.38418755104509,753,280,735,280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,1,1,1
Serapias neglecta,529362,632,220,50,93,43.467,2.792,9.569,4.757,1,13.844015669077635,8.20601232846578,32.772890435235546,629.8041417453327,26.711999893188477,0.8428750038146973,24.63220340013504,10.819444219271341,21.67841657002767,21.775204340616863,6.624291876951854,1052,148,31,36.52673551672171,389.5,149,151,297,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,53,1,1,1,1,1,1
Serapias nurrica,98023,132,38,22,27,40.87,3.003,8.461,5.443,1,15.86377175649007,8.202465395132702,34.727599642944206,562.3382332455539,27.61553382873535,4.45359992980957,23.17037057876587,13.318469564119974,23.20030689239502,23.316680590311684,9.76400766770045,591.5,89,7,50.14289132683217,236.5,47,70,188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.5,1,1,1,1,1,1
Serapias perez-chiscanoi,76317,204,60,28,41,38.969,1.739,-6.505,2.99,1,16.213937593003113,12.033479283253351,41.147711256662475,637.0960243966966,30.403124809265137,1.1092499494552612,29.461625516414642,9.962375005086264,24.30397931734721,24.368375062942505,9.178708414236704,545.5,90,5,57.458376992741194,241,34,37,214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,1,1,1,1,1,1
Sirhookera lanceolata,44118,20,5,5,5,10.73,6.72,77.328,5.052,1,20.85420838991801,7.773041566212972,63.353849856927134,148.72195331905797,26.688749313354492,16.166749954223633,12.269248962402344,21.51170825958252,20.302958170572918,22.659374554951984,19.937458674112957,1623,319,13,75.91192363205796,756,55,230,214,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,1,1,1,1,1,1
Skeptrostachys arechavaletanii,115166,28,7,7,7,26.888,5.481,-50.138,3.386,0,17.29462504386902,10.81041685740153,57.86108708600896,293.4807795516695,27.020750045776367,7.385250091552734,19.63574981689453,20.271166960398357,14.584041754404703,20.760999997456867,13.494041840235392,1553,184,83,27.366351648057577,522,304,522,322,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Bulbophyllum brachypetalum,63921,24,6,6,6,6.611,2.717,145.789,3.371,0,16.944484531879425,11.807198087374369,89.29288821427363,43.747620639305836,23.392874717712402,10.197500228881836,12.987500190734863,17.392291704813637,16.335562705993652,17.409354209899902,16.335562705993652,2702,325.5,118,33.7318038808135,940.5,377,832.5,402.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
