species	tot_occ	uni_occ	mean_lat	mean_lon	lat_range	lon_range	lat_hemisphere	eoo	aoo	1	2	7	10	13	3	4	5	6	11	98	8	12	9	14	99	bio1	bio4	bio11	bio12	bio15	bio17	range_bio1	range_bio4	range_bio11	range_bio12	range_bio15	range_bio17	humanfootprint_1993_1	humanfootprint_1993_2	humanfootprint_1993_3	humanfootprint_1993_4	humanfootprint_2009_1	humanfootprint_2009_2	humanfootprint_2009_3	humanfootprint_2009_4
Angraecum gabonense	1.6232493	1.6232493	0.0030888889	 0.092744444	8.750613e-01	1.2926259504	0	6.12859598	2.1492191	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.58666667	2.943495	 14.93333333	3.294025	1.7923917	1.9777236	 3.8666667	3.0107239	 3.13333333	2.9405165	1.6720979	2.4712917	0.24	0.19	0.27	0.30	0.26	0.13	0.38	0.23
Angraecum humbertii	0.6020600	0.6020600	0.2743555556	 0.256483333	2.430306e-01	0.3765714827	0	3.02735613	1.1139434	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.54000000	3.432969	 12.60000000	2.895975	1.7160033	2.0211893	 1.4400000	2.6400837	 1.26000000	2.5796693	1.6794279	2.0445398	0.00	0.33	0.00	0.67	0.00	0.00	0.33	0.67
Angraecum humblotianum	1.6232493	1.6232493	0.2113111111	 0.268377778	5.378694e-01	0.3341520530	0	4.62872870	1.8388491	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.31333333	3.418964	 10.66666667	3.220370	1.8976271	2.1238516	 1.3333333	2.4265113	 1.53333333	2.3729120	1.3424227	2.0492180	0.00	0.83	0.05	0.12	0.00	0.73	0.20	0.07
Angraecum mahavavense	0.4771213	0.4771213	0.2003555556	 0.260555556	9.887150e-01	0.6954816765	0	0.95424251	0.9542425	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.63666667	3.287690	 14.40000000	3.106871	2.0273496	1.5051500	 2.3400000	3.1016440	 3.60000000	2.9848872	0.5682017	1.3541084	0.00	0.50	0.50	0.00	0.00	0.00	1.00	0.00
Angraecum moratii	0.6020600	0.6020600	0.1683333333	 0.270811111	8.298831e-01	0.2666972667	0	3.64728045	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.264346	 10.66666667	3.173186	1.9822712	1.7708520	 2.3400000	3.0553401	 2.94000000	2.4443571	1.3541084	1.8992732	0.00	0.67	0.00	0.33	0.00	0.67	0.00	0.33
Angraecum obesum	1.1760913	1.1760913	0.2089111111	 0.266327778	7.215134e-01	0.4657270273	0	4.75289220	1.7558749	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.22000000	3.401917	 10.03333333	3.179695	1.9420081	1.9493900	 2.4866667	2.6363374	 2.53000000	2.6859655	1.4948500	2.1450409	0.00	0.29	0.43	0.29	0.00	0.29	0.43	0.29
Angraecum penzigianum	0.7781513	0.7781513	0.1854000000	 0.271011111	9.103746e-01	0.5014207954	0	4.44961559	1.2304489	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.344981	 10.53333333	3.206286	1.9030900	2.0934217	 2.4133333	2.6269560	 2.82666667	2.6053050	1.1139434	1.7810369	0.00	0.80	0.20	0.00	0.00	0.80	0.20	0.00
Angraecum perhumile	0.4771213	0.4771213	0.2158111111	 0.263677778	1.346010e-01	0.1504494095	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.04000000	3.381837	  8.06666667	3.164353	1.9469433	1.8129134	 0.9600000	2.4662743	 0.72000000	1.9590414	0.9590414	1.5888317	0.00	0.00	0.50	0.50	0.00	0.00	0.50	0.50
Angraecum peyrotii	0.3010300	0.3010300	0.2043555556	 0.266016667	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.21333333	3.384353	  9.86666667	3.125156	1.9956352	1.6989700	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Angraecum pinifolium	0.9030900	0.9030900	0.2085000000	 0.268666667	2.071683e-01	0.1211263182	0	2.97607106	1.3979400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.411788	 10.53333333	3.220108	1.8864907	2.1461280	 0.3000000	1.9547248	 0.20666667	2.5324996	1.1818436	1.8247765	0.00	0.57	0.00	0.43	0.00	0.29	0.43	0.29
Angraecum podochiloides	1.6627578	1.6627578	0.0105555556	 0.079005556	9.391887e-01	1.5794019355	1	6.41176097	2.1958997	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.65333333	2.878522	 15.60000000	3.308351	1.7403627	2.1958997	 5.7333333	3.0081742	 5.33333333	3.1639362	1.6866363	2.5516939	0.22	0.29	0.15	0.34	0.21	0.29	0.19	0.31
Angraecum potamophilum	1.0791812	1.0791812	0.1851555556	 0.256694444	6.334331e-01	0.6548885475	0	4.41151568	1.6532125	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.68666667	3.246006	 15.06666667	3.179552	2.0681859	1.1139434	 2.8000000	2.3314273	 2.60000000	2.4548449	1.2552725	1.2552725	0.09	0.18	0.55	0.18	0.00	0.18	0.27	0.55
Angraecum protensum	1.4913617	1.4913617	0.2293777778	 0.258366667	3.509658e-01	0.3364767451	0	4.10645904	2.0530784	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.19333333	3.383815	  9.46666667	3.129368	1.9912261	1.5682017	 2.4333333	2.3538201	 2.60333333	2.5798407	1.1303338	1.5722906	0.00	0.23	0.47	0.30	0.00	0.07	0.50	0.43
Angraecum pseudodidieri	0.8450980	0.8450980	0.2022888889	 0.268377778	8.751279e-01	0.3604466677	0	4.32908988	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.30000000	3.411788	 10.60000000	3.220108	1.9003671	2.1238516	 2.4166667	3.0046438	 3.23333333	2.3128118	1.3424227	1.8244513	0.00	0.83	0.17	0.00	0.00	0.50	0.50	0.00
Angraecum pseudofilicornu	1.1461280	1.1461280	0.2078333333	 0.267066667	9.795238e-01	0.5057304591	0	4.67723836	1.6532125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.27333333	3.410102	 10.40000000	3.181272	1.9084850	2.0334238	 2.8400000	3.0113166	 3.80000000	2.8771409	1.5185139	2.1185954	0.00	0.38	0.08	0.54	0.00	0.15	0.31	0.54
Angraecum pungens	1.2304489	1.2304489	0.0431111111	 0.058594444	8.017895e-01	0.8731272483	1	5.76657190	1.7853298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.67000000	2.906604	 15.83333333	3.469233	1.8162413	2.1461280	 2.7833333	2.5065050	 3.00000000	3.1211493	1.4623980	2.2323607	0.12	0.31	0.25	0.31	0.12	0.31	0.31	0.25
Angraecum pyriforme	0.6989700	0.6989700	0.0641222222	-0.028150000	2.502235e-01	0.5749925995	1	4.21910292	1.2304489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.77000000	3.017033	 16.63333333	3.210853	1.7481880	2.1271048	 0.5200000	2.2089785	 0.54000000	2.7584956	1.5514500	1.5751878	0.00	0.50	0.25	0.25	0.00	0.25	0.50	0.25
Angraecum rigidifolium	0.3010300	0.3010300	0.2102777778	 0.266216667	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.18000000	3.406199	  9.40000000	3.185825	1.9444827	1.9822712	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Angraecum rubellum	0.6020600	0.6020600	0.2390222222	 0.264072222	6.507921e-01	0.2878129229	0	1.94954125	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.46000000	3.397940	 12.26666667	3.303844	1.8692317	2.2787536	 1.5600000	1.8686444	 1.56000000	2.5033821	0.5682017	1.6627578	0.00	0.00	0.33	0.67	0.00	0.00	0.33	0.67
Angraecum sambiranoense	0.6020600	0.6020600	0.1570666667	 0.273144444	1.235381e-01	0.2415315390	0	2.10902140	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.37333333	3.310056	 11.80000000	3.206286	1.9030900	2.0934217	 2.1000000	2.7185017	 2.58000000	2.2555137	1.2576786	1.7810369	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
Angraecum sanfordii	0.6989700	0.6989700	0.0535555556	 0.053900000	3.262480e-02	0.0149046816	1	1.25942663	1.2304489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.62666667	2.957128	 15.33333333	3.469233	1.8195439	2.1367206	 1.6433333	1.1383027	 1.64333333	2.4798631	0.7853298	1.6384893	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Angraecum serpens	0.3010300	0.3010300	0.2102777778	 0.269627778	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.40666667	3.387923	 11.86666667	3.405005	1.7923917	2.4563660	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Angraecum setipes	1.3424227	1.3424227	0.2217111111	 0.265750000	9.017743e-01	0.4345210013	0	4.80747059	1.7853298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.31333333	3.391993	 10.93333333	3.220370	1.9030900	2.1238516	 3.3333333	2.5888317	 3.26666667	3.1122698	1.7558749	2.4297523	0.00	0.38	0.29	0.33	0.00	0.19	0.62	0.19
Angraecum sterrophyllum	0.6020600	0.6020600	0.2174222222	 0.264094444	1.329637e-01	0.2850439532	0	0.44669247	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.13333333	3.419791	  8.93333333	3.181272	1.9138139	2.0334238	 1.0800000	2.3793055	 1.02000000	0.2787536	0.9138139	1.8000294	0.00	0.00	0.67	0.33	0.00	0.00	0.67	0.33
Angraecum subulatum	1.8129134	1.8129134	0.0562222222	 0.024388889	9.530625e-01	1.5730526560	1	6.48329528	2.3031961	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.65333333	2.943000	 15.93333333	3.247482	1.7671559	2.0569049	 2.4266667	2.8758712	 1.97000000	3.1185623	1.6459133	2.4201208	0.00	0.20	0.41	0.39	0.00	0.16	0.36	0.48
Angraecum triangulifolium	1.0000000	1.0000000	0.2139666667	 0.268133333	4.926598e-01	0.2466610415	0	3.73928596	1.5682017	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.29333333	3.411788	 10.40000000	3.242790	1.8633229	2.2095150	 0.7733333	2.2713769	 0.86666667	2.7065471	1.1760913	1.9052560	0.00	0.56	0.22	0.22	0.00	0.44	0.33	0.22
Anguloa cliftonii	0.3010300	0.3010300	0.0437777778	-0.425388889	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.20666667	2.380211	 11.80000000	3.164353	1.5797836	2.3820170	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
Anoectochilus sandvicensis	0.7781513	0.7781513	0.2300888889	-0.868038889	2.636124e-01	0.3299264408	1	3.17225080	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.37333333	3.121231	 12.60000000	3.224015	1.5682017	2.4048337	 1.7200000	2.1737688	 1.54666667	3.0802656	0.8573325	2.3996737	0.20	0.40	0.40	0.00	0.20	0.20	0.60	0.00
Anoectochilus zhejiangensis	0.3010300	0.3010300	0.2860222222	 0.611333333	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.04666667	3.854913	  4.00000000	3.207904	1.7634280	2.2329961	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Ansellia africana	2.4248816	2.4248816	0.1463555556	 0.149566667	1.556040e+00	1.4204353542	0	7.14415316	2.9898946	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	 1.44000000	3.388634	 11.73333333	2.974512	1.8750613	1.5185139	 5.3733333	3.4933744	 7.25333333	3.1063269	1.9444827	2.3905819	0.03	0.13	0.34	0.50	0.03	0.14	0.39	0.44
Appendicula calcarata	0.9542425	0.9542425	0.0451888889	 0.644016667	8.372503e-01	0.3201026467	1	4.63239088	1.4623980	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.41666667	2.387390	 14.00000000	3.390759	1.2430380	2.6589648	 2.8633333	2.0640834	 2.88333333	2.8978195	1.2889196	2.4623980	0.12	0.25	0.12	0.50	0.12	0.25	0.25	0.38
Appendicula longirostrata	1.3222193	1.3222193	0.0565333333	 0.641288889	7.772455e-01	0.8704331694	1	4.70415720	1.8864907	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	 1.48333333	2.487138	 14.70000000	3.334253	1.3222193	2.5843312	 5.7066667	2.2624511	 5.64000000	3.1605586	1.0128372	2.3222193	0.00	0.11	0.16	0.74	0.00	0.11	0.32	0.58
Appendicula tenuispica	0.6989700	0.6989700	0.0850222222	 0.816600000	7.206140e-01	0.7095667405	0	4.77724728	1.2304489	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.34000000	2.841359	 12.73333333	3.482874	1.5440680	2.6227320	 3.9700000	2.7901092	 3.82333333	2.9310508	1.1986571	2.3521825	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
Arethusa bulbosa	2.7176705	2.7176705	0.5204222222	-0.441327778	9.611410e-01	1.5776262035	1	6.57238051	3.2555137	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	 0.26000000	4.003116	 -6.53333333	2.927883	1.3617278	2.1731863	 5.2666667	3.7122287	 8.73333333	2.9247960	1.6720979	2.3729120	0.18	0.27	0.18	0.37	0.20	0.27	0.19	0.34
Barbosella geminata	1.2787536	1.2787536	0.1071111111	-0.464800000	3.026123e-01	0.3248213869	1	3.80816234	1.7558749	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.06666667	2.751279	 10.13333333	3.449633	1.7403627	2.2922561	 6.2933333	1.8920946	 6.28333333	3.0487719	1.4792873	2.4307199	0.06	0.22	0.22	0.50	0.00	0.28	0.22	0.50
Barkeria naevosa	1.0000000	1.0000000	0.1940444444	-0.555177778	4.305555e-01	0.7629380128	1	4.64936864	1.5185139	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.71333333	3.059563	 16.00000000	3.042182	2.0453230	1.1461280	 4.3733333	2.7029472	 4.82666667	2.8517474	1.2648178	1.4502491	0.00	0.11	0.56	0.33	0.00	0.11	0.56	0.33
Bartholina etheliae	1.6232493	1.6232493	0.3727111111	 0.115666667	4.286530e-01	0.7958800173	0	5.34122989	2.2174839	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 1.04000000	3.516403	  7.60000000	2.678518	1.4623980	1.8920946	 1.6000000	3.3134454	 2.80000000	2.8813847	1.7160033	2.2227165	0.05	0.35	0.28	0.32	0.05	0.37	0.27	0.32
Basiphyllaea corallicola	0.3010300	0.3010300	0.2111111111	-0.386111111	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.64000000	3.081347	 15.26666667	3.256237	1.5051500	2.3996737	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Benthamia calceolata	0.4771213	0.4771213	0.2254666667	 0.269583333	9.130171e-01	0.5017724537	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.54666667	3.347818	 13.43333333	3.397332	1.6901961	2.4948500	 0.3600000	2.6171052	 0.90000000	1.8992732	0.6627578	1.6180481	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Benthamia elata	0.6020600	0.6020600	0.2363555556	 0.263733333	1.911629e-02	0.0934006704	0	1.08703566	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.22000000	3.407731	  9.80000000	3.211121	1.8976271	2.1105897	 1.3800000	1.0374265	 1.38000000	2.7536596	0.7403627	1.7543483	0.00	0.00	0.33	0.67	0.00	0.00	0.33	0.67
Benthamia glaberrima	1.2041200	1.2041200	0.2252333333	 0.260627778	7.443658e-01	0.2414493511	0	4.44071653	1.7853298	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.16666667	3.378034	  9.26666667	3.149527	1.9637878	1.6434527	 3.7533333	2.7298934	 3.74000000	2.6294096	1.2988531	1.7745170	0.00	0.40	0.47	0.13	0.00	0.20	0.67	0.13
Benthamia humbertii	0.6989700	0.6989700	0.2495222222	 0.262766667	7.765290e-01	0.3697954578	0	4.14882067	1.2304489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.31000000	3.400538	 10.73333333	3.118926	1.8481891	2.1055102	 1.6400000	2.1528996	 1.51666667	2.7347598	1.2855573	1.9180303	0.00	0.25	0.00	0.75	0.00	0.25	0.00	0.75
Benthamia monophylla	0.8450980	0.8450980	0.2412666667	 0.262900000	9.688727e-01	0.5201591646	0	4.50113920	1.3979400	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.18000000	3.387923	  9.46666667	3.088845	1.8976271	1.9708116	 2.5833333	2.4810842	 2.96666667	2.7002709	1.4842998	2.0010844	0.00	0.67	0.33	0.00	0.00	0.67	0.33	0.00
Benthamia nigrescens	1.0000000	1.0000000	0.2058222222	 0.282344444	9.067788e-01	0.9549532055	0	5.47156464	1.5682017	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.27333333	3.330211	 10.53333333	3.184123	1.8864907	2.1461280	 3.8133333	2.8129134	 3.98666667	2.6358857	1.6757783	2.1455072	0.00	0.33	0.67	0.00	0.00	0.22	0.67	0.11
Benthamia nivea	0.8450980	0.8450980	0.2083000000	 0.265277778	8.143042e-01	0.3950335607	0	4.69918723	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.08333333	3.363048	  8.50000000	3.186815	1.9542425	1.7075702	 4.4000000	2.8234742	 4.88333333	2.7776080	1.5085297	2.2240148	0.00	0.17	0.83	0.00	0.00	0.17	0.83	0.00
Benthamia perularioides	0.8450980	0.8450980	0.1972777778	 0.267366667	8.159926e-01	0.5567034349	0	3.92124228	1.3979400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.14333333	3.364832	  9.06666667	3.178545	1.9469433	1.7442930	 3.8333333	2.6755492	 4.18333333	2.5587086	1.5593080	2.1746412	0.00	0.33	0.17	0.50	0.00	0.33	0.17	0.50
Benthamia praecox	0.6989700	0.6989700	0.2414333333	 0.261088889	3.797586e-01	0.0937035349	0	2.60830990	1.2304489	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.10000000	3.395152	  8.60000000	3.088845	1.9590414	1.8633229	 1.4166667	2.0956923	 1.41666667	2.4533948	1.1889285	1.5440680	0.00	0.25	0.25	0.50	0.00	0.25	0.25	0.50
Benthamia procera	0.4771213	0.4771213	0.2178666667	 0.269350000	2.317167e-01	0.1702529120	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.42666667	3.368101	 12.20000000	3.363424	1.7708520	2.3783979	 2.5200000	2.6541765	 2.88000000	2.8391008	1.3180633	2.0652061	0.00	0.00	0.50	0.50	0.00	0.00	0.50	0.50
Benthamia rostrata	1.0000000	1.0000000	0.2276333333	 0.261011111	5.943704e-01	0.2363709684	0	4.09322092	1.5682017	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.10000000	3.387923	  8.60000000	3.149527	1.9590414	1.7160033	 1.6266667	2.4310419	 1.49333333	2.3937506	1.1003705	1.6042261	0.00	0.22	0.44	0.33	0.00	0.11	0.44	0.44
Bletia ensifolia	1.5185139	1.5185139	0.2440777778	-0.578388889	6.473947e-01	0.4372478218	1	4.77586709	2.0969100	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	 1.22666667	3.437671	 10.00000000	2.948902	2.0413927	1.3424227	 5.5233333	3.0736450	 5.86333333	2.6201881	1.3180633	1.2718416	0.19	0.09	0.47	0.25	0.00	0.31	0.31	0.38
Brachionidium dressleri	1.0791812	1.0791812	0.1008777778	-0.460055556	3.814129e-01	0.4505108382	1	3.44874851	1.6532125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.14666667	2.732394	 10.93333333	3.442166	1.7481880	2.3117539	 3.9333333	1.8061800	 4.06666667	2.7570162	1.0791812	2.0021661	0.00	0.09	0.64	0.27	0.00	0.09	0.64	0.27
Brachionidium pteroglossum	0.4771213	0.4771213	0.0498333333	-0.439694444	4.805317e-02	0.0091660888	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.17000000	2.555094	 11.36666667	3.102091	1.5965971	2.2636361	 2.4600000	1.4742163	 2.46000000	1.4996871	0.8633229	1.2988531	0.00	0.50	0.00	0.50	0.00	0.50	0.00	0.50
Brachycorythis disoides	0.7781513	0.7781513	0.2262666667	 0.260400000	3.651771e-01	0.2626978318	0	3.95615815	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.14666667	3.385070	  9.06666667	3.137671	1.9777236	1.6434527	 2.5466667	2.4614985	 2.42666667	2.4434195	1.3263359	1.9148718	0.00	0.00	0.80	0.20	0.00	0.00	0.60	0.40
Brassia lanceana	1.0791812	1.0791812	0.0053777778	-0.365205556	1.221332e+00	1.4525538292	0	6.66456851	1.6532125	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.68000000	2.647383	 16.40000000	3.347915	1.7075702	2.3324385	 8.5666667	2.6263404	 8.90000000	3.1676127	1.8512583	2.5628874	0.14	0.29	0.29	0.29	0.25	0.25	0.25	0.25
Brassia maculata	1.3802112	1.3802112	0.1808111111	-0.501294444	7.377594e-01	0.9616294105	1	5.42633842	1.9294189	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.64666667	3.219323	 14.80000000	3.261739	1.7923917	2.1643529	 2.4266667	3.0893398	 1.76666667	3.3959900	1.6117233	2.4437322	0.04	0.30	0.09	0.57	0.00	0.26	0.26	0.48
Brassia verrucosa	2.1760913	2.1760913	0.1842777778	-0.515688889	9.881780e-01	1.1137568997	1	5.77771279	2.7201593	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.36666667	3.144574	 12.26666667	3.249198	1.8750613	2.0453230	 5.8133333	3.3179798	 5.33333333	3.2975854	1.6551384	2.4112829	0.01	0.15	0.32	0.53	0.01	0.17	0.38	0.44
Brassia wageneri	0.3010300	0.3010300	0.0429333333	-0.423011111	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.06000000	2.326336	 10.40000000	3.183270	1.5910646	2.3304138	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
Bromheadia finlaysoniana	2.0755470	2.0755470	0.0206111111	 0.633744444	1.126651e+00	1.6277257417	1	6.82496717	2.6444386	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	 1.76666667	2.536558	 17.20000000	3.447313	1.4232459	2.6884198	 4.2666667	2.7856145	 4.07666667	3.3269398	1.6655810	2.7489629	0.14	0.14	0.25	0.47	0.06	0.17	0.23	0.54
Broughtonia negrilensis	0.3010300	0.3010300	0.2030000000	-0.434222222	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.68000000	2.955207	 15.93333333	3.313234	1.6989700	2.3010300	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Bryobium eriaeoides	1.0000000	1.0000000	0.1833333333	 0.807100000	5.774918e-01	0.4345689040	0	3.92550165	1.5682017	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.46000000	3.376029	 12.00000000	3.293363	1.9493900	2.0211893	 2.7466667	2.8281441	 3.16000000	3.1610684	1.4885507	2.2460059	0.12	0.50	0.12	0.25	0.00	0.62	0.12	0.25
Bulbophyllum aggregatum	0.9030900	0.9030900	0.2197333333	 0.265277778	5.173384e-01	0.3002040513	0	3.89077200	1.4623980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.17333333	3.406199	  9.20000000	3.150449	1.9030900	2.0128372	 2.4533333	1.8709888	 2.42666667	2.4569730	1.1430148	1.7759743	0.00	0.29	0.43	0.29	0.00	0.29	0.14	0.57
Bulbophyllum alveatum	0.3010300	0.3010300	0.0950000000	 0.818055556	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.11333333	2.946452	 10.26666667	3.424228	1.6532125	2.4265113	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Bulbophyllum analamazoatrae	2.0791812	2.0791812	0.2074777778	 0.268855556	2.750348e-01	0.1815920815	0	5.10560872	2.2855573	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.411788	 10.53333333	3.220370	1.8864907	2.1461280	 1.7333333	2.5869247	 1.73333333	2.9578945	1.2900346	2.1942367	0.00	0.66	0.14	0.19	0.00	0.52	0.30	0.18
Bulbophyllum anjozorobeense	0.7781513	0.7781513	0.1943333333	 0.268361111	8.084433e-01	0.3174323146	0	4.28905784	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.384353	 10.53333333	3.146128	1.9956352	1.7481880	 2.7066667	3.0252239	 3.50666667	2.7322329	1.5132176	2.0755470	0.00	0.60	0.20	0.20	0.00	0.40	0.40	0.20
Bulbophyllum ankylochele	0.6989700	0.6989700	0.0652333333	 0.793722222	6.298111e-01	0.9014011019	0	4.43016628	1.2304489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.24666667	2.777427	 11.90000000	3.522640	1.1303338	2.8612356	 5.1633333	2.5504730	 5.38333333	2.9079485	1.3453737	2.6156871	0.00	0.50	0.25	0.25	0.00	0.25	0.00	0.75
Bulbophyllum ankylorhinon	0.3010300	0.3010300	0.0950000000	 0.818055556	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.11333333	2.946452	 10.26666667	3.424228	1.6532125	2.4265113	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Bulbophyllum antennatum	0.9030900	0.9030900	0.0649777778	 0.796294444	6.872292e-01	0.9698825747	0	4.87371652	1.4623980	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.13333333	2.767898	 10.73333333	3.382017	1.5314789	2.5921768	 2.8200000	2.4291060	 2.62000000	3.3418103	1.4800069	2.8782345	0.29	0.29	0.29	0.14	0.14	0.14	0.57	0.14
