Liparis ambohimangana	0.49			8.96							46.04	48.13						0.03								0.05	6.65			24.51						34.2					8.16		10.7		14.69						13.44					41.07				3.87					26.05	48.51	35.59																20.46																	48.39
Pterostylis praetermissa																																																																																																				
Bulbophyllum brachypetalum																																																														23.6																																						
Pterostylis squamata																																																		42.19																																																		
Bulbophyllum brassii																																																40.42																																																				
Bulbophyllum breviflorum										37.23																	41.64																																																																									18.84
Restrepia trichoglossa							23.36												24.71																																																																																	
Rhipidoglossum bilobatum												26.39																	18.42						33.66																						25.97															17.54												15.17									17.34							
Rhipidoglossum globulosocalcaratum			34.2					14.97				34.12							15.7		30.51				0.1	2.98					23.34			14.44			13.79			48.84											46.79			13.36		17.5									7.6	36.9			30.68									45.5	1.15				18.49		46.22			41.18						10.06		9.85		30.19		
Rhipidoglossum polydactylum					39.83																						26.55																																																										22.49															
Bulbophyllum bryophilum	35.46						19.49														43.86			12.13		4.36	21.97			27.93			31.29		22.72				0.94		10.08	12.91			32.62	24.57			46.7												33.38				20.37	16.52		16.41					12.04		9.07	11.93		2.22															20.95							
Bulbophyllum callichroma																																																																																																				
Bulbophyllum callosum				35.23			27.32				21.19				25.88			40.7					3.8		48.23					0.97		25.28					21.83		6.0				12.56							0.92	14.58			15.23	37.16						26.0	19.96			48.15	16.5			36.88								20.8	7.23					15.7									3.59				9.62	3.14			
Sarcochilus falcatus																																			47.02																																			41.09																														
Bulbophyllum calviventer																47.96																																				31.07																																																
Bulbophyllum calvum																																	27.41																					30.2																															31.25															0.82
Bulbophyllum calyptropus									7.19																										24.09																																								44.12														33.83											
Satyrium ecalcaratum																																																																													35.8																							
Satyrium flavum																																																																																																				
Satyrium trinerve																																																																																							18.91													
Bulbophyllum cardiobulbum								24.13				34.16								35.9		34.15								6.16								21.26	5.73	33.22		9.55															37.97				12.28	26.67						13.13	22.9			12.86		24.44				46.55	32.9	20.88				7.8		13.63									33.74				4.71	
Bulbophyllum cateorum																																																																																																				
Scaphyglottis sickii																																																																																																				
Bulbophyllum cauliflorum																																																																																								40.07												
Schizochilus lepidus								37.37																																	5.43																													47.3														47.9															23.17	
Bulbophyllum ceriodorum	33.72	24.54	19.9	0.62	14.5	7.88	20.29		15.62	20.63	22.29	7.65		15.5	1.89	39.8	45.2	13.35			20.8	11.74	48.31	45.46	32.47	35.32	12.73	9.38	23.84	30.49	4.88	6.12	2.3	28.38	48.31	18.42	7.81	0.56	19.69	16.41	18.76		0.75	2.68	4.39	16.71	20.48	39.45	6.29	5.75	45.35	41.93	32.86		42.06	10.6	0.64	15.68	29.2		2.5	34.2	35.46	44.26	18.79	0.63		8.33	10.4	6.17	23.33	45.62		14.38	18.19		23.65	15.96		39.72	10.15	1.4	0.19	23.4	23.07	0.08		37.16	1.77	22.07	10.94	11.27		4.62	13.28	21.91	36.84	14.02	1.47	36.45
Selenipedium aequinoctiale						28.6				22.1									9.77	5.72	10.7	32.64	33.27				6.42				36.75			49.6								19.97												12.28				17.14		19.63	15.03	21.33				19.16		11.28		5.22	27.48		24.13		32.5						41.75	21.55										27.07			48.24					
Selenipedium chica							45.17							23.3		44.5								26.43	25.76									46.55			33.43	0.22					21.21						6.23				4.61	1.51	39.49			48.98					32.96	35.6		27.39	35.36		40.61		35.08	2.11	32.58			35.32	35.91	5.44											4.64						11.78					
Selenipedium palmifolium										29.81								42.38																																																																					39.0													
Selenipedium steyermarkii				36.67							7.91						13.63							34.77	29.96		1.14	49.52						25.97					5.77	34.46									35.23		7.32		12.24	42.23	5.3			43.85				46.1								16.27			6.7	29.42				30.9			14.14		5.35	14.3	22.95	4.47				35.11				1.66						24.21
Serapias neglecta																																																				8.3																																																
Serapias nurrica																																																																																	40.53				31.44															
Serapias perez-chiscanoi																	9.06																																																																													43.97						
Sirhookera lanceolata				22.9																																																																											31.36																					
Skeptrostachys arechavaletanii																																																																																																				
Sobralia stenophylla																																																																																																				
Spathoglottis petri																																																																																																				
Specklinia brighamii																																																																																							34.96													
Specklinia corniculata																												21.4																																																																								
Specklinia picta																																																																																																				
Spiranthes brevilabris			36.94					33.62		14.55					37.63		35.44												38.04									6.27	19.8							29.88					16.5				43.3				4.98			41.07		11.91				18.43			6.33				18.01	0.57				2.03											25.03									
Spiranthes casei																										35.51																																																																										
Spiranthes diluvialis																																																																																																				
Spiranthes infernalis														1.9							35.84																																																		3.78																													
Spiranthes romanzoffiana																																																																																																				
Spiranthes sinensis																																																																																																				
Bulbophyllum colliferum																																																																																									46.39											
Spiranthes torta																																																														33.9																									31.91													
Bulbophyllum concatenatum									23.13		22.22								0.39				49.96																		30.31			41.58				3.52			44.88	3.1				0.33		9.14	21.58	41.55						1.49			18.14			16.35												31.61	49.82				15.46	33.37			37.51					16.17		
Stelis immersa																																																																																																				
Bulbophyllum cruttwellii																																																																							44.17																													
Stelis ruprechtiana																																																																																																				
Bulbophyllum cycloglossum																																																																							17.4																													
Stelis tenuilabris																																																																																															21.14					
Bulbophyllum debile		43.53		49.54								22.38	40.37	20.61							32.67						14.16				27.84						39.79			15.91									9.15		6.56			10.9				20.03			5.73			26.4					38.88				22.36																				28.76			41.9	15.88		18.51	
Stolzia angustifolia		23.33												44.59							10.62								8.54								18.08			28.4		29.57	37.82										28.59		40.2															8.46		20.06	30.32								35.71											22.92				4.88				
Stolzia atrorubra		25.85	21.89	20.68				38.19				28.2				42.44	17.49	14.31		8.78							31.01		2.79				13.52	32.67																15.19				42.56					20.04	34.76				8.63				3.4				47.96							36.02				37.04						26.61				43.97				36.49			
Stolzia christopheri						4.63					11.23			25.42	25.95								40.61				26.27					16.83		2.56				2.37							48.13		22.08									5.5						10.59				13.91	18.92	4.16										30.09			34.84		23.03		49.03	5.01					4.59									30.98
Stolzia leedalii			25.3	48.06		44.18								43.09		16.23						7.59					37.25	2.85		48.25												46.65	37.01							23.23	5.91			31.52		40.44															3.39						24.54				34.64		14.32							46.47				8.04		15.58	17.14			8.33
Stolzia moniliformis		12.23	49.51				9.33	11.79				14.01	21.76		0.56		49.63		22.84			48.65				22.59	43.09		7.54						19.21			8.33									15.51		29.0									40.26	6.76	39.49							10.17	33.82	34.98		13.12	14.8					17.74			26.37	9.98	38.05	5.25	44.66								23.01								
Stolzia oligantha							45.64				4.1		3.17	44.73	28.55													14.35											40.83					39.43					26.15	20.54	31.14	3.61			3.82	37.75			26.76		8.56		14.31		18.55					43.15				47.65																28.25				25.45		45.31		3.41		
Stolzia viridis					23.76	16.44									22.64			21.26							28.47	40.77			33.3								12.31						2.92				26.49					7.93													29.22				42.5			16.2									36.03						7.3								32.12	17.94				7.02
Bulbophyllum dekockii																													18.07																																																																							
Bulbophyllum delitescens																																														34.68																																						47.4																
Taeniophyllum gracillimum															34.08																																																																									26.81												
Bulbophyllum dendrochiloides																																																																																																				
Telipogon biolleyi											15.7																		49.01					45.03																33.11																																	39.04										34.64							
Bulbophyllum desmotrichoides																																																																																																				
Bulbophyllum discolor																																48.21																										15.24																																										
Thelymitra cyanea																																																																																																				
Thelymitra papuana																																																																																																				
Tolumnia prionochila																								39.56																													41.92									32.71		40.39										45.55									31.66																	
Tolumnia variegata																																																																																																				
Triceratorhynchus viridiflorus																																						34.02																										26.96		6.83			19.64																															
Bulbophyllum encephalodes																																																																																																				
Trichoglottis smithii																																																																																																				
Trichoglottis tenuis																	26.56				21.42					27.29				47.72							14.25				23.62	25.88	20.43						3.44					45.11		11.36		13.51								23.02			11.86	10.42	32.01		6.91			38.8				36.22	42.5	2.9				7.51	35.77		33.81								14.04			5.84
Trichoglottis winkleri																																																																																																				
Trichopilia marginata																																																																																																				
Trichopilia turialbae																																																																																																				
Bulbophyllum erinaceum																																																																																																				
Bulbophyllum erythroglossum	49.47	12.71	5.85	6.76	13.08	17.46			13.12		9.36		9.53		6.5	7.99		28.56	6.72		5.41			11.06	3.3	8.42	5.93	7.31	28.82	8.98	12.0	29.11		15.79	8.47	3.18			11.57	2.3	11.39	17.79	4.49	41.02	22.92			37.07	18.14		18.32	27.65		17.67		28.0		14.51	47.64	2.05	12.51		24.55		39.14	26.06	6.8		42.11	33.63	11.02	33.34	33.29	26.55	27.15	16.5	10.21	14.04	4.85		28.19	1.9	3.0	8.65		9.41		1.38		1.41	30.15	28.32		8.13	42.89	18.41	15.58		30.04	
Trichotosia mollicaulis																																																																																																				
Tridactyle brevifolia											12.48					46.12			14.97		5.31		17.01									15.24			35.71							9.71	45.3	36.08									18.01		28.05	48.84				2.41	30.47			10.59		2.62						46.28				18.35				48.43								0.98			47.62				43.8		33.25	3.58		
Tridactyle cruciformis		19.91						1.58		10.09				35.06				7.24	42.57									27.54					24.79		0.81	25.06	49.06		19.06		28.97			33.1								15.06	17.74						17.79	44.93				0.87	27.79	19.06	18.88												1.16		12.46	6.44				35.51				6.52		45.44			8.99	29.99	35.15		39.48	
Tridactyle flabellata																																																																																																				
Tridactyle minuta									44.41			18.89			43.92	6.13					1.04				14.06			36.53		12.74					1.57						16.79			1.07	18.79	18.28	29.77	25.09				12.15				33.68							9.22													43.97		44.42		33.46		13.18				7.84							14.33			25.68				
Tridactyle phaeocephala																																																																																																				
Tridactyle sarcodantha	14.14	40.7	18.75			2.44	0.28	43.29	12.98		23.41	4.1		31.65	16.7	46.62	38.65	25.25					3.07	32.88		4.22	7.96	10.25	8.54		32.26	11.4	0.08	38.63	8.73		13.31		42.0	37.11		12.28	23.1	9.39	39.64		29.79	8.69	6.51	25.97		26.88	4.9	2.34	13.2		27.18	12.45	0.07	27.08	14.88	1.58	4.78	3.33	42.7	1.42	5.56		21.11	12.74	11.07		24.46	17.46	45.59	13.29				18.51		18.41	19.39	33.95		4.09	5.54	9.15	18.48	4.45	37.24	14.19	12.25		0.79	18.25	2.34	10.62	16.23	
Tridactyle stevartiana																					28.9																																																								28.24																							
Tridactyle tanneri				16.45		0.78							23.32	44.26				49.16	7.35		12.71			45.96	25.52	12.57			4.34			6.2			43.25				14.04	1.49	43.34		39.05	31.04						39.5	6.72		13.24		48.75	1.66	33.62			36.36		11.78			42.82							20.69		28.39								6.55	17.67					13.71		17.01		40.72			3.73		6.73			
Bulbophyllum fayi																							17.19					25.54																	42.16																			47.8			36.62			17.33												17.62																		
Triphora yucatanensis												14.97	23.72			43.31	18.76	31.67			25.62								3.88			0.64					21.91	31.79				24.78		38.96			4.44	49.48		21.97				33.89		30.66									22.49					31.34						49.54			1.75				30.21							5.85					37.98			31.43	1.98	17.14
Tropidia saprophytica																																							49.17												39.71																																																	
Tylostigma filiforme	1.58	8.33	15.18	41.81	41.65	9.07	20.82	11.43		45.15	37.54	40.53	4.53		12.56	9.25	23.28		2.12	6.5	7.01	2.11	47.72		16.69		11.17	47.49	25.17	26.77		29.07	48.91		8.9		21.31	15.89	1.37	4.83	2.43			8.7	10.2	10.61	4.58					27.03	1.73	0.69	36.99	23.23	32.85	18.17	12.96	19.54	36.12	24.12	13.64	0.14	2.33	2.38		22.11	15.6	26.74		11.99	29.5	24.89	24.57	47.3	3.23	25.96	28.15	9.79	39.24	48.99	45.87	34.44	10.23		35.59	19.45	2.73		48.7	27.49		0.45	37.43	3.49		2.66		34.39
Tylostigma herminioides	30.62	31.94	6.84	5.47	21.34	13.01	2.16	15.45	27.41	3.3	12.76	8.95	15.28	4.21	2.11		47.89	3.38	4.64	6.39		35.99	14.69		5.78	2.89	9.56	24.85	10.87	15.42	1.68	0.98	38.19		14.71	36.03	1.58	3.46		15.69		27.87	11.9		28.0	0.05		39.36		19.52	9.08	36.99			13.06	40.96	4.31	13.58	27.29	12.16	26.9		37.42	39.49	6.86		12.17	20.49	49.05	34.5	25.46			34.93	18.68	48.46		8.79	0.25	16.51	46.28	15.39	4.61	48.54	8.5	9.77	31.53	11.56	4.66	6.26	30.35	25.34	4.44		11.9	23.66	0.6		14.37	8.94
Tylostigma hildebrandtii	13.0														12.62				47.33										17.69		3.12	24.85																	12.01					19.06														47.79		37.51			43.23	40.52	20.23						11.88	4.02		38.97			3.35		4.6								16.19			
Tylostigma madagascariense		2.04	4.17	15.79	6.71	11.53	6.16	8.55	13.78	8.33	3.68	4.93	10.27		21.76	5.75	12.16	1.9	1.92		39.98	27.5	6.67	9.26		46.67		48.33	5.0		42.37	22.82		41.94	1.51	9.25	7.85	5.39	2.01	0.18	17.26	25.68	26.99	11.57	43.82	22.61	32.75	5.34	6.39		3.97	31.93	35.83	18.04		22.12	21.72	2.63	2.87	17.25	30.49	23.6	13.32		24.65	34.86	10.01	32.34	4.87	25.11	11.19	16.51		29.36	21.2	23.26	3.1	11.46		44.42	49.63	36.9	40.26			10.37		17.53		38.25		30.74		4.56	6.52	5.07	37.14	1.27	32.72	3.89
Tylostigma nigrescens			15.15						11.64	26.14			11.67									41.17				29.65						47.62														42.84															45.46	34.54						25.21		39.93		29.93					5.65		37.77		9.56				45.66					47.89		6.36		14.9						17.38
Vanda hindsii																				34.72																																																																33.32																
Vanda scandens				48.27						12.36	37.1			27.67	39.81	46.91		26.17		33.35			15.51									49.6	32.0	45.01	39.16																		42.79				34.01							29.83				29.55	10.63						24.18	22.92	26.43				17.01		0.28	30.51		11.12				23.35	3.36			11.79					0.68	
Vanda tessellata																																																																																																				
Vanilla cribbiana	34.62	9.22		9.36	15.58		8.03		0.9	20.26			12.43	16.29		29.45	10.76		5.39	16.55	2.64	6.08		2.75	6.74	30.38	9.3	5.83	14.45	29.43	19.43	14.14	23.34	15.49		0.83	1.24	1.39	5.9	9.67	30.17	6.65	11.2	2.06	11.62	34.76	9.4	12.03	3.2	6.91	0.2	10.8	19.81	10.94	5.65	21.33		0.33	38.88	25.96	2.69	17.43	8.43	27.35	31.49	1.31		18.23	37.59	4.38	5.21		9.28	11.73	6.63	20.5		2.53	1.28	19.37	8.89	18.06	28.41			11.59	16.93	8.59	0.62	2.88	32.39	0.48	27.65	5.76	19.37	0.97	2.07	15.83	13.06	15.15
Vanilla hartii		21.86			43.22				2.3	43.07			16.02							12.23								3.55		24.6						9.25						12.88						17.35			7.81	37.88	11.45	3.91				41.84					28.86		21.06			44.58							14.24			49.06		24.14				40.21			17.43											41.95		
Vanilla inodora		28.4	0.64		14.99														17.45							8.93			46.04				48.28	10.24			18.85								10.01	27.79			27.05							8.23	7.01				35.54				39.6			6.85				10.86		48.86							26.02			9.82	48.52		35.77		46.43	4.87			25.87							
Vanilla insignis			6.68		0.99			42.12								16.25				20.51		13.39	36.37										24.35	22.4			17.83				0.02	5.51			1.42			37.42		8.04	25.36		2.6						7.46		36.31					38.33		25.98						21.59					7.86							24.44												44.65		
Bulbophyllum fonsflorum																																														44.78																																																						
Vanilla odorata			44.53									43.83				23.27		41.87				43.3								29.0									24.04																				1.1							8.29	14.66			38.84					49.85		19.52				48.0										37.18					35.33				27.44
Vanilla phaeantha						7.23										21.31	15.0				16.49						40.17		28.21		20.54			40.57					33.93	36.05		1.62				12.96	16.92										3.74		43.07								4.98								47.26			11.12				37.75								5.9					40.07					
Vanilla planifolia				47.11					33.85																		1.03						19.56														13.61			10.62	11.29									48.8										33.45							15.38		24.23	39.39					13.91			30.49				28.13	30.59		49.58					
Vanilla pompona				7.05						46.29									7.16					25.14		13.92																		15.94				21.99							32.46		13.49					6.8			31.29			36.21	47.57	28.02					5.3			26.77	16.23								5.31		27.12				17.16							
Bulbophyllum fractiflexum																																														43.55																																																						
Yoania japonica																																																																																																				
Zeuxine amboinensis																																																																																																				
Zeuxine odorata																							36.64											15.55					18.23							30.07																																																						
Zeuxine strateumatica																																																																																																				
Zygopetalum crinitum																40.88																												18.1																																																								
Bulbophyllum grammopoma																												40.63																																																																								
Bulbophyllum gravidum			43.96	21.29					29.81													31.49							18.79											26.36							19.57	26.27										20.67																																										
Bulbophyllum gyaloglossum																																																																																																				
Bulbophyllum hamelinii									20.85		14.82																																																47.31			22.81																																					30.29	
Bulbophyllum hirsutiusculum	14.69	25.03	31.49	21.72	10.72		7.19	37.77		30.7		0.66	5.29		9.32		2.15		17.52	39.04		28.11	30.91	5.28	33.58	7.47	7.18	12.26	21.62	9.48		0.27	2.93	5.06	25.25	3.29	21.57	1.56		34.82	6.48	19.1	36.28	9.01	32.13	37.2	2.63	25.85	20.25		3.5	42.38	3.5	1.78	14.99	39.76	12.87	46.6		12.68	27.1	4.16		38.45		9.95		5.3	7.68	20.16	15.09	26.71		7.83	5.28	31.3		1.93		15.15		10.51	13.7	1.18	15.91	9.42	20.84	39.45	1.51	9.31		21.15	3.81	41.38	11.42	3.99		4.48	22.54	
Bulbophyllum hirudiniferum					3.47													15.84									34.7		37.42																																	40.03						23.77																									28.4							
Bulbophyllum horizontale		42.28					24.55	1.14				49.24	3.17				27.5			43.32	22.36			9.0	15.75			17.37			49.31	39.79	18.4				42.4	7.39	37.5												19.24		21.46		40.55						28.11	38.88					2.12		49.17					43.25					2.87	14.31		43.85		5.48				8.23					12.86			14.19				
Bulbophyllum imitator																																																																																																				
Bulbophyllum ischnopus																																																																37.44																																				
Bulbophyllum jaapii	37.2	0.96	3.56	16.27	23.96			6.24	28.24	6.92			44.05	24.08	41.1	21.18			44.78	0.61	15.28	13.08	32.37	3.96	22.6	6.95	2.34	10.4	2.03			31.8	18.1	30.34		22.81	13.63	47.38		46.88	8.67	0.36	9.12		0.48	31.48	5.42	34.11			27.79	42.46	42.07	5.52	36.56			8.47	0.47	35.08	46.33	3.57	6.4	38.8	6.35	33.01		18.88	46.5	4.76	9.44	11.48	0.46	36.26	2.24	1.37	24.51			7.23	0.67	4.49	20.08	49.04				0.86	8.04	1.98	0.17	11.7		0.94	21.99	0.64	1.35	3.01	34.51	45.76
Bulbophyllum jumelleanum	44.02					47.82								24.0	2.62							36.01	23.36	0.15				40.12				14.97				28.78																43.72											44.44									15.76		11.78	19.86	31.43		6.43				38.35								7.76								21.5		
Bulbophyllum kainochiloides					40.25		14.8						46.77		31.5																		0.62				32.8						14.65																	16.57						12.46	30.03	3.58								48.52		29.79			19.71								24.26								19.4	36.8		
Bulbophyllum latisepalum																												11.88																																																																								
Bulbophyllum leniae																																					8.34																									31.98																																						
Bulbophyllum leopardinum																																																																																																				
Bulbophyllum lepanthiflorum																																																																							41.22																													
Bulbophyllum leptoleucum																																																																																																				
Bulbophyllum leucothyrsus																																																																																																				
Bulbophyllum lizae				31.73	13.08				30.25				43.31				38.33			18.43							29.5	43.06					4.74			18.09										29.44			8.58	35.43					31.26					9.63		41.95		0.95		4.37			9.44				40.83		22.53				18.2		46.32				13.05				37.43		16.01			6.17		21.02				
Bulbophyllum macilentum																																																										17.7																																										
Bulbophyllum macneiceae														32.44	15.73																																																																								47.47													
Bulbophyllum macranthum																																																							41.09																																													
Bulbophyllum macrorhopalon																											34.98																																																											36.78														
Bulbophyllum macrourum																																																																																																				
Bulbophyllum mediocre	18.29			31.77	19.96					22.85						25.79	13.93						22.04		19.36				39.58					16.1				3.7					14.73			11.56				30.07				5.94	7.93				9.74						34.77	26.73		22.37	29.89						31.1				30.3							4.93		33.27	36.39						29.43					31.66
Bulbophyllum mesodon																											11.84																																																																									
Bulbophyllum minax	47.42	2.08	14.67	11.71		39.39		47.05	13.73		1.39		30.6		26.81	15.05	27.04	20.63	6.15	0.66	13.42	13.65		9.39	49.72	32.62	30.25	5.64	8.95	8.45		22.53	10.37		16.6	20.71	26.64	49.84	1.29	19.57	8.19	6.37		42.81	32.73	25.15	12.25	10.12		23.16	10.84	42.53	41.01		38.51	15.24	24.43	43.27	0.8	1.29		2.27		6.87	21.36	17.44	5.92			27.8	36.14	4.27	37.05	25.85	37.47	14.07		21.96	6.7	14.83	6.72	10.61	3.37	17.08	24.54		15.69	30.72	0.05	27.35	15.09	17.43	29.96		29.7	11.25	0.01		8.39	9.74
Bulbophyllum minutipetalum			12.25																																										22.23																																																							
Bulbophyllum minutissimum																																39.85																																																					48.58															
Bulbophyllum mischobulbon																																																																																						33.05														
Bulbophyllum moratii	9.28	4.47		18.76	29.93			12.6		6.2	24.22	35.5		8.3	40.22		30.04	9.87	3.92	19.68	28.69	14.74		2.7	16.1	49.07	7.02		5.26	24.44	33.84	6.16	16.21		6.94	26.57		3.81	0.07		3.5	3.9		38.03		1.19		18.18			5.3	0.03	35.0	16.51		15.82	5.61	0.4	26.26	10.08	42.53	12.08	38.77	13.5		10.49	28.86	36.06	3.55	25.45		4.92	13.44	29.64	3.61	30.47	2.68	26.45	15.5	14.29			17.98	2.21	13.26	8.04	5.61	7.99	19.83	7.4		7.23	16.77	15.19	25.56		3.81	29.54	8.46	
Bulbophyllum multiflorum																																																																44.53								38.85					30.44	11.12						16.85																38.99
Bulbophyllum myon																																																																																													29.69							
Bulbophyllum nigericum																													45.43											20.16						38.38	33.07																							24.94										14.53																				
Bulbophyllum octarrhenipetalum																																																																																																				
Bulbophyllum oliganthum																																																																																																				
Bulbophyllum olivinum																																																																																																				
Bulbophyllum oreodoxa																																																																																																				
Bulbophyllum ortalis																																9.5																																																																				
Bulbophyllum pachytelos																																																																																																				
Bulbophyllum paleiferum	48.06													22.02		18.03				32.1				18.0		0.8	17.52		19.28				37.46		14.63							43.48			41.26														4.43	44.06						26.76		39.83												34.7	43.65			18.16		23.57			37.95							1.39	33.24		6.88	
Bulbophyllum pandanetorum					37.59		17.82	34.28			35.84				47.15					28.6	42.7																	37.29		24.64		28.92		6.26	25.53			0.74	41.69									26.7	44.71	23.35				10.5													23.38			1.85			31.12	20.98				39.52	10.12							29.92			40.78	
Bulbophyllum patella							34.65																																																		37.06																													30.45														
Bulbophyllum peltopus																																																																																																				
Bulbophyllum peyrotii																										5.33														34.61																																																	32.51											
Bulbophyllum phormion																																																																			25.52																																	
Bulbophyllum pidacanthum																	44.42																																																						29.55																													
Bulbophyllum porphyrostachys																																																																32.75																	16.07				32.37															
Bulbophyllum posticum																																																																																																				
Bulbophyllum quasimodo																																																																																																				
Bulbophyllum radicans																																																																																																				
Bulbophyllum reevei																																																											9.35																																									
Bulbophyllum regnellii																																																																																																				
Bulbophyllum renkinianum																																																																																																				
Bulbophyllum restrepia																																																													7.9																																							
Bulbophyllum rhodoleucum																																	48.61																																																																			
Bulbophyllum rubrolabellum								8.94									7.69		16.21							35.03			21.93													43.02		44.42						24.07	28.11	38.48				13.38								24.3																24.79	32.14				33.36			48.81												
Bulbophyllum rubrum															29.09																												18.66															40.78										9.93					9.91																											
Bulbophyllum sandrangatense																	29.11						48.22			48.61						2.99																								30.17																					12.22		23.3																		8.86			
Bulbophyllum sceliphron		4.29	13.62		43.32		41.49	28.43			27.42	3.12	30.96	19.62	29.36	16.18	3.53	43.03	23.62				8.06	40.04	2.56	9.61		19.18	12.63	38.38	40.66		7.2		31.48	3.73		22.06	0.71				14.18	17.77	39.89	13.05	29.88	9.16	48.67		7.04			1.69	8.12	7.14	1.07	21.15	7.86	0.71		11.21				17.21	38.66	11.1		4.61	20.91	31.06	12.33	30.14	12.46	12.54	2.71	13.7	12.36	2.99	27.17	5.8	3.89			31.96	10.48		32.81		11.1	1.72	8.47	3.34	38.79		1.65	8.75		1.09
Bulbophyllum scopa																																																										31.81																																										
Bulbophyllum scutiferum																																																																																																				
Aerangis gracillima																																																																																																				
Bulbophyllum simile																																																																																																				
Aerangis hyaloides										41.38		28.29							26.37																		34.37																			37.53						30.58																										22.64					46.54							
Bulbophyllum stipulaceum																																																																																																				
Bulbophyllum subligaculiferum			19.32	7.68							24.04						1.48	2.17		41.26							32.2																			31.49		40.04				34.02		47.66									5.84			42.09						31.43	47.88	7.66						14.77							44.96	38.15					22.04		15.31	40.68				4.66
Bulbophyllum subpatulum																																																																																				10.72																
Bulbophyllum sulfureum		7.72	34.25				36.72	8.02			0.57	15.84					43.14		40.84	0.64	26.0				3.63				14.77						1.59		44.21			6.34		8.77			0.68					8.81	45.56													9.28					47.18			28.69													40.16		32.1		31.74		5.24									16.89
Bulbophyllum tampoketsense	15.79		13.1	2.3	9.02	15.47	14.24	12.73					29.82	8.63	15.62	25.08	16.35			47.04	15.07	26.66		15.55	0.83	3.78	2.69	7.63	17.82	24.43	27.99	18.72		12.43		44.48	24.72		21.58		5.45	35.38	47.21	2.11	13.45	4.89			2.65	38.73	5.64	20.47		40.55		11.49	7.07		16.28	17.95	16.36	24.12		20.08	14.67	1.98		11.88		0.01	28.64	1.14	18.69	16.48	4.63	35.28	13.17		5.37	26.14		25.51	25.13	9.74		40.31	2.92				6.07		34.76	46.38			7.6	43.26	4.68	
Bulbophyllum tarantula																			42.66																																																																																	
Aerangis macrocentra																									33.67												45.03																																																	32.82						30.27								
Bulbophyllum thelantyx																																																																																																				
Bulbophyllum tinekeae			9.72				1.26								0.75				27.26		27.48	36.04		11.8		0.15				10.64					17.23														22.03					20.3								8.51										29.55		6.43	38.29										13.8					4.58	26.68		37.08	28.56						7.09
Aerangis megaphylla	23.53	11.79	27.6	3.51	7.92	7.3		6.79	8.02	15.41	5.41	15.41			2.74	9.27	1.63	13.65	21.48		2.71	9.22	24.82	22.49	47.34	17.05	20.7	7.03	7.29	38.91		15.42	45.63	1.48	5.97	0.55	49.87	4.47	9.87	24.26	5.27	36.69	9.6		19.06	24.23	31.23	32.3	33.03	0.07	13.8		11.75	11.45			6.43	30.39	18.21		40.1	8.94	2.26	16.16	9.81	4.83	26.14	34.04	3.48		13.45			38.27	7.88	27.61		5.41				1.87		25.3	41.55	43.91		23.7	41.27	2.55	42.14		25.54		22.1	7.4	25.74	0.31	34.82	13.01
Bulbophyllum tokioi			35.16			48.19			21.68				30.62		6.27	10.63		33.05					11.29			7.2													29.21					13.74																			39.08	13.16		31.53		27.95	0.47	23.7	37.24	7.96	48.71							10.83		10.89	27.97						26.82									24.56		
Bulbophyllum trachypus																																																																																																				
Bulbophyllum trifilum									22.93																																			49.92																35.77																																								
Aerangis monantha			22.98		45.25	24.44			19.53			32.58	19.45		5.34					30.93								14.0						12.59			45.82						13.51			9.09				6.44															48.69	49.32				0.56	11.55			29.47	31.2		48.97					16.08						41.05		46.47	24.81			45.52				10.94		
Bulbophyllum trirhopalon																																																									47.36																											41.34																
Bulbophyllum uroplatoides			29.61				31.4	17.05	2.03		36.44	10.93	17.99		16.69	29.8	22.79		1.39	6.23		20.66				34.91	10.97	9.66	10.93	7.22		47.4	40.68	7.38	12.02	36.53	19.7	6.72	10.62	18.42			22.25	7.12	12.63	1.14	36.08	10.61	1.1	0.86	5.7	31.92	32.02	1.19	2.75		21.68	22.7	8.95	14.56	39.97		9.27	13.25	35.35	14.74		17.87	39.54	0.18	34.8	3.42	22.3	30.04	1.43	35.25	18.42			22.78	2.71	9.2	47.31	21.59	1.9		21.02	42.85	0.79	11.65	3.44	9.26	27.68		10.43	15.91	12.99	37.27	31.43	34.5
Aerangis pallidiflora											48.67	49.69			7.86		7.36		0.48			37.13							41.77														7.19									37.3																																													20.86			
Bulbophyllum xanthochlamys	27.29																																																																																																			
Bulbophyllum zaratananae				22.31						45.63									27.59	8.81						16.22							10.72								22.17	29.3	42.44	46.21		46.77					13.39															39.38					6.94				19.89		47.72		49.21					24.42									31.3					42.89		
Aerangis punctata													17.83														30.47																																																						15.43																			
Bulleyia yunnanensis							10.69	27.58	16.56								8.2	26.85						44.21	15.72		16.6									42.81			6.43		21.62		48.94								44.77			26.77				42.16			3.84					0.84	45.21								18.87		13.64	40.77							11.74		22.29							48.31				20.98		
Aerangis seegeri																																																						21.65																																					28.01	45.03								
Caladenia brownii																																																																								2.56																												
Caladenia catenata																									23.21																																																																											
Caladenia citrina																																																																																																				
Caladenia cracens																																																																																																				
Caladenia dimorpha																																																																																																				
Caladenia dundasiae																																	36.44					1.72																																					28.02						12.97													37.38						
Aeranthes angustidens																															2.23																												46.08			12.46	40.19																			44.17											26.76							
